"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","category","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0CMYX2H9Q","X0023L9EWR","VIVOSUN AeroWave D4 10cm Grow Ventilator Clip Ventilator Grow mit Haken, 3 Geschwindigkeiten, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Kühlung, 1 Pack","'SCN2'","DE","14.1","12.7","7.01","centimeters","0.29","kilograms","0.0013","cubic meters","Standard-Size","6.0","0.0","0.0074","2026-04","14.4","weeks","27.54","0.0","5.6","0.007","0.2054","0.0","EUR","0.2054","Others","N","N","0.0","--","0.07"
"B07FKJNGSZ","X0023T25DJ","VIVOSUN 2er-Packung 10cm 2,4m Flexibler Luftkanal aus Aluminium für Belüftung, Inklusive 4 Schlauchschellen aus Edelstahl, Mehrschichtiges Schlauch Ventilationsset für Ventilatorsystem, HVAC-Lüftung","'SCN2'","DE","34.49","12.09","11.3","centimeters","0.67","kilograms","0.0047","cubic meters","Standard-Size","0.9","0.0","0.0042","2026-04","14.4","weeks","27.54","0.0","0.9","0.0042","0.117","0.0","EUR","0.117","Others","N","N","0.0","--","0.0"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","'SCN2'","DE","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","3.0","0.0","0.0018","2026-04","14.4","weeks","27.54","0.0","2.83","0.0018","0.0483","0.0","EUR","0.0483","Others","N","N","0.0","--","0.17"
"B0CQZD5F1D","X002GJS9L3","VIVOSUN Bypass Gartenschere 20cm, SK5 Stahlklinge mit Titanbeschichtung für präzise Schnitte, 19mm Schnittdurchmesser, ergonomische Aluminiumgriffe mit Feder, Rosenschere für Blumen, Äste & Zweige","'SCN2'","DE","26.7","8.9","3.6","centimeters","0.3","kilograms","9.0E-4","cubic meters","Standard-Size","4.0","0.0","0.0034","2026-04","14.4","weeks","27.54","0.0","4.0","0.0034","0.0944","0.0","EUR","0.0944","Others","N","N","0.0","--","0.0"
"B079DM1WCW","X001VH0DZB","Vivosun SS301 Wachstumszelt 35x85x65cm Grow Tent AUS Mylat MIT Fenster für Hydroponik","'STR1'","DE","88.0","25.7","12.2","centimeters","5.36","kilograms","0.0276","cubic meters","Oversize","0.13","0.0","0.0037","2026-04","20.5","weeks","21.78","0.0","0.13","0.0037","0.0801","0.0","EUR","0.0801","Others","N","N","0.0","--","0.0"
"B08GNZ7M74","X001YZR8AD","VIVOSUN VS2000 LED Grow Lampe, Vollspektrum Pflanzenlampe mit Samsung LM301 Dioden und Treiber, dimmbar und IP65, Wachstumslampe für Sämling, Gemüse und Blüte, geeignet für 120x60cm/90x90 cm Growzelt","'STR1'","DE","69.5","37.29","18.6","centimeters","5.86","kilograms","0.0482","cubic meters","Oversize","0.1","0.0","0.0048","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.105","0.0","EUR","0.105","Others","N","N","0.0","--","0.0"
"B08GPTLSZH","X0020YXKEP","VIVOSUN VS4000 LED Grow Lampe, Vollspektrum Pflanzenlampe mit Samsung LM301 Dioden und Treiber, dimmbar und IP65 Wachstumslampe für Sämling, Gemüse, Blüte, geeignet für 120x120cm/150x150 cm Growzelt","'STR1'","DE","67.5","67.0","13.4","centimeters","10.49","kilograms","0.0606","cubic meters","Oversize","0.27","0.0","0.0162","2026-04","20.5","weeks","21.78","0.0","0.27","0.0162","0.3519","0.0","EUR","0.3519","Others","N","N","0.0","--","0.0"
"B0CGHJ3F21","X0021L4TZV","VIVOSUN PRO Growzelt 80x80x160cm Grow Tent mit Dicken 22mm Stangen 2000D Oxford-Gewebe hochreflektierendes Mylar Indoor Hydroponik Zuchtzelt Pflanzenzelt Gewächshaus passend für AeroLight A150","'STR1'","DE","85.0","32.4","18.6","centimeters","11.26","kilograms","0.0512","cubic meters","Oversize","0.7","0.0","0.0359","2026-04","20.5","weeks","21.78","0.0","0.7","0.0359","0.7808","0.0","EUR","0.7808","Others","N","N","0.0","--","0.0"
"B0CGHJG44R","X0021L5QML","VIVOSUN PRO Growzelt 90x90x180cm Grow Tent mit Dicken 22mm Stangen 2000D Oxford-Gewebe hochreflektierendes Mylar Indoor Hydroponik Zuchtzelt Pflanzenzelt Gewächshaus passend für AeroLight A200SE","'STR1'","DE","95.5","32.8","18.8","centimeters","14.82","kilograms","0.0589","cubic meters","Oversize","0.97","0.0","0.0569","2026-04","20.5","weeks","21.78","0.0","0.97","0.0569","1.2396","0.0","EUR","1.2396","Others","N","N","0.0","--","0.0"
"B07WFDCYZL","X0023T6Q1L","VIVOSUN 2er-Packung 10cm 7,6m Flexibler Luftkanal aus Aluminium für Belüftung, Inklusive 4 Schlauchschellen aus Edelstahl, Mehrschichtiges Schlauch Ventilationsset für Ventilatorsystem, HVAC-Lüftung","'STR1'","DE","45.29","22.91","12.4","centimeters","1.55","kilograms","0.0129","cubic meters","Oversize","0.53","0.0","0.0069","2026-04","20.5","weeks","21.78","0.0","0.53","0.0069","0.1494","0.0","EUR","0.1494","Others","N","N","0.0","--","0.0"
"B0FB8RK4X1","X002BGZ2XJ","VIVOSUN Grow Lampe100W LED Pflanzenlampe, Vollspektrum Lumalight Lampe mit Hohem PPFD & Dimmfunktion, Intelligente Pflanzenbeleuchtung für Zimmerpflanzen, Growzelt, Gemüse & Blüte","'STR1'","DE","36.61","35.59","9.79","centimeters","2.91","kilograms","0.0128","cubic meters","Oversize","1.2","0.0","0.0153","2026-04","20.5","weeks","21.78","0.0","1.2","0.0153","0.3333","0.0","EUR","0.3333","Others","N","N","0.0","--","0.0"
"B01DXYM98K","X001VJEKAX","VIVOSUN Growzelt 150x150x200cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S558 Grow Tent passend für VSF6450","'STR2'","DE","100.0","33.02","20.32","centimeters","17.01","kilograms","0.0671","cubic meters","Oversize","5.5","0.0","0.369","2026-04","20.5","weeks","21.78","0.0","5.5","0.369","8.0371","0.0","EUR","8.0371","Others","N","N","0.0","--","0.0"
"B0CL9VRP1C","X0022OM6TX","VGrow All-in-One Smart Grow Box, Professionelles System mit Samsung LM301H EVO Grow Lampe, Fortschrittliches Zirkulations- und Ventilationssystem, Bewässerung, Nährstoffzufuhr für Indoor-Hydroponik","'STR2'","DE","100.0","53.09","20.57","centimeters","23.36","kilograms","0.1092","cubic meters","Oversize","32.13","0.0","3.4327","2026-04","20.5","weeks","21.78","0.0","30.2","3.298","74.7607","0.0","EUR","74.7607","Others","N","N","0.0","--","0.7"
"B0BY7XVZFQ","X002EZUXH7","VIVOSUN Smart Growzelt Komplettset 90x90x180cm, WLAN-integriertes automatisches Grow-System mit 200W Vollspektrum-LED-Pflanzenlampe und effizientem Belüftungssystem mit GrowHub E42A+ Controller","'STR2'","DE","96.52","38.1","36.83","centimeters","23.13","kilograms","0.1354","cubic meters","Oversize","4.13","0.0","0.5598","2026-04","20.5","weeks","21.78","0.0","4.13","0.5598","12.1922","0.0","EUR","12.1922","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Aktivkohlefilter 100mm/4 Inch, Kohlefilter zur Geruchskontrolle mit Australischer Aktivkohle für Rohrventilator, Growzelt & Gewächshaus, inkl. Vorfilter","'SZZ1'","DE","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","2.5","0.0","0.0303","2026-04","14.4","weeks","27.54","0.0","2.33","0.0303","0.8333","0.0","EUR","0.8333","Others","N","N","0.0","--","0.17"
"B08M3G5TH3","X001VZST45","VIVOSUN Aktivkohlefilter 100mm/4 Inch, Kohlefilter zur Geruchskontrolle mit Australischer Aktivkohle inkl. Vorfilter für Rohrventilator Growzelt Growbox Indoor, Schwarz","'SZZ1'","DE","34.6","20.5","19.3","centimeters","2.68","kilograms","0.0137","cubic meters","Standard-Size","0.9","0.0","0.0123","2026-04","14.4","weeks","27.54","0.0","0.9","0.0123","0.3393","0.0","EUR","0.3393","Others","N","N","0.0","--","0.0"
"B01EWH83FU","X001W1EEP1","VIVOSUN Gartenschere 1er-Packung 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Hochwertiger Gerader Klingen und Titan-Antihaftbeschichtung Rosenschere Orange","'SZZ1'","DE","21.5","7.1","1.3","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.1","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.07","0.0","4.0E-4","0.0","EUR","4.0E-4","Others","N","N","0.0","--","0.03"
"B0C6QJVMD1","X001WOK37V","VIVOSUN AeroZesh G6 Rohrventilator 150mm Abluftventilator mit EC-Motor Ventilator Growbox Rohrlüfter 660 m³/h mit PWM-Steuerung & E12-Geschwindigkeitsregler für Growzelt Growbox Indoorbelüftung","'SZZ1'","DE","33.6","26.3","22.8","centimeters","3.31","kilograms","0.0201","cubic meters","Standard-Size","0.03","0.0","7.0E-4","2026-04","14.4","weeks","27.54","0.0","0.03","7.0E-4","0.0185","0.0","EUR","0.0185","Others","N","N","0.0","--","0.0"
"B0BMV1W52R","X001WOUTQV","VIVOSUN AeroZesh T6 Rohrventilator 150mm Metall Abluftventilator 693 m³/h mit E12-Drehzahlregler, EC Motor, Leiser Rohrlüfter PWM-Gesteuert für Luftabsaugung Growzelte Gewächshaus Indoor Hydrokultur","'SZZ1'","DE","33.0","26.0","25.0","centimeters","2.75","kilograms","0.0214","cubic meters","Standard-Size","4.47","0.0","0.0951","2026-04","14.4","weeks","27.54","0.0","4.43","0.0951","2.6186","0.0","EUR","2.6186","Others","N","N","0.0","--","0.03"
"B08228CNGT","X001Z5PF1L","VIVOSUN 3-in-1 Digitales pH-Meter mit ATC, ±0,1 pH Genauigkeit, Wasserqualitätsmesser, Messbereich 0-14 pH für Hydrokultur, Trinkwasser im Hause, Schwimmbäder und Aquarien","'SZZ1'","DE","21.0","8.2","5.1","centimeters","0.17","kilograms","9.0E-4","cubic meters","Standard-Size","1.33","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0322","FBA_NEW_SELECTION:0.0322","0.0"
"B07VK1LVKX","X0021P5OXX","VIVOSUN 30X 60X Beleuchtete Juwelierlupe mit LEC-Light, Faltbare Taschenlupe mit 2 Linsen für die Beobachtung von Schmuck, Edelsteine, Uhren, Münzen, Briefmarken, Antiquitäten, Schwarz","'SZZ1'","DE","9.0","6.5","3.9","centimeters","0.09","kilograms","2.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.03","0.0","2.0E-4","0.0","EUR","2.0E-4","Others","N","N","0.0","--","0.0"
"B0C1Z462XW","X0022HA0MZ","VIVOSUN Temperatur- und Feuchtigkeitssensor, wasserdichte Edelstahl-Umweltüberwachungssonde für GrowHub-Controller E42/E42A, AeroLab THB1/THB1S, 3,6 m","'SZZ1'","DE","19.6","12.5","2.1","centimeters","0.07","kilograms","5.0E-4","cubic meters","Standard-Size","1.0","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0142","FBA_NEW_SELECTION:0.0142","0.0"
"B0BZYVVKQB","X002611E9Z","VIVOSUN AeroWave E6 Gen2 Growzelt-Clip-Ventilator150 mm, EC-Motor Smarte WLAN-Steuerung,10-stufiger & 2 Modi, automatischer oszillierender Ventilator, Luftzirkulator für Growbox, Timer, IP54 2er-Pack","'SZZ1'","DE","44.29","22.5","16.2","centimeters","2.02","kilograms","0.0161","cubic meters","Standard-Size","19.07","0.0","0.3078","2026-04","14.4","weeks","27.54","0.0","19.07","0.3078","8.4759","0.0","EUR","8.4759","Others","N","N","0.0","--","0.0"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","'SZZ1'","DE","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.03","0.0","6.0E-4","0.0","EUR","6.0E-4","Others","N","N","0.0","--","0.0"
"B0BS2BVL3Q","X002CUA5IB","VIVOSUN GrowHub Controller E42A+ für Growzelte, Smart WiFi-Controller für Temperatur, Luftfeuchte und VPD mit Timer, Zyklus und Zeitplan, steuert Kühlung, Belüftung und Beleuchtung","'SZZ1'","DE","17.7","17.7","5.3","centimeters","0.69","kilograms","0.0017","cubic meters","Standard-Size","0.3","0.0","2.0E-4","2026-04","14.4","weeks","27.54","0.0","0.13","2.0E-4","0.0061","0.0","EUR","0.0061","Others","N","N","0.0","--","0.17"
"B0C6QK97P2","X002CUEXZ7","VIVOSUN Rohrventilator 100mm Abluftventilator 330m³/h AeroZesh G4 mit EC-Motor und GrowHub E42A+, VPD-Regler, WiFi/App-Fernsteuerung Ventilator Growbox Rohrlüfter für Kühlung, Growzelte, Hydroponik","'SZZ1'","DE","32.29","24.6","19.8","centimeters","2.85","kilograms","0.0157","cubic meters","Standard-Size","1.77","0.0","0.0267","2026-04","14.4","weeks","27.54","0.0","1.7","0.0267","0.7362","0.0","EUR","0.7362","Others","N","N","0.0","--","0.07"
"B07RBL1XJV","X002F0MTB9","VIVOSUN Grow Room Glasses 2 Stück LED-Schutzbrille UV-Augenbrille für Indoor, Growzelte, Gewächshaus und Hydroponik mit UVA/UVB-Schutz Inkl. Brillenetui, Unisex","'SZZ1'","DE","18.1","17.5","6.5","centimeters","0.24","kilograms","0.0021","cubic meters","Standard-Size","3.27","0.0","0.0065","2026-04","14.4","weeks","27.54","0.0","2.43","0.005","0.1795","0.0","EUR","0.1795","Others","N","N","0.0","--","0.1"
"B0CQZD5F1D","X002GJS9L3","VIVOSUN Bypass Gartenschere 20cm, SK5 Stahlklinge mit Titanbeschichtung für präzise Schnitte, 19mm Schnittdurchmesser, ergonomische Aluminiumgriffe mit Feder, Rosenschere für Blumen, Äste & Zweige","'SZZ1'","DE","26.7","8.9","3.6","centimeters","0.3","kilograms","9.0E-4","cubic meters","Standard-Size","3.03","0.0","0.0026","2026-04","14.4","weeks","27.54","0.0","3.03","0.0026","0.0715","0.0","EUR","0.0715","Others","N","N","0.0","--","0.0"
"B01731MNJE","X001VH92Y9","Vivosun SS44 Wachstumszelt Grow Tent 20x20x80cm für Hydrokulturen, LED VS500/VSF80","'WRO1'","DE","100.0","26.5","17.5","centimeters","13.47","kilograms","0.0464","cubic meters","Oversize","15.4","0.0","0.7142","2026-04","20.5","weeks","21.78","0.0","15.4","0.7142","15.5549","0.0","EUR","15.5549","Others","N","N","0.0","--","0.0"
"B01DXYMQ9M","X001VHE5Z5","VIVOSUN Growzelt 120x60x150cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S425 Growtent für VS2000","'WRO1'","DE","100.0","25.0","13.0","centimeters","8.92","kilograms","0.0325","cubic meters","Oversize","4.5","0.13","0.1419","2026-04","20.5","weeks","21.78","0.0","4.37","0.1419","3.091","0.0","EUR","3.091","Others","N","N","0.0","--","0.0"
"B01DXYMQ9M","X001VHE5Z5","VIVOSUN Growzelt 120x60x150cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S425 Growtent für VS2000","'WRO1'","DE","100.0","25.0","13.0","centimeters","8.92","kilograms","0.0325","cubic meters","Oversize","0.77","0.0","0.0249","2026-04","20.5","weeks","21.78","0.0","0.77","0.0249","0.5427","0.0","EUR","0.5427","Others","N","N","0.0","--","0.0"
"B01DXYMKIO","X001VJ6GO1","Vivosun SS33 Wachstumszelt Grow Tent 30x20x50cm für Hydrokulturen, LED VS300/VSF90","'WRO1'","DE","95.4","24.8","16.2","centimeters","9.34","kilograms","0.0383","cubic meters","Oversize","2.4","0.0","0.092","2026-04","20.5","weeks","21.78","0.0","2.4","0.092","2.0035","0.0","EUR","2.0035","Others","N","N","0.0","--","0.0"
"B01DXYM98K","X001VJEKAX","VIVOSUN Growzelt 150x150x200cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S558 Grow Tent passend für VSF6450","'WRO1'","DE","100.0","33.02","20.32","centimeters","17.01","kilograms","0.0671","cubic meters","Oversize","0.3","0.0","0.0201","2026-04","20.5","weeks","21.78","0.0","0.3","0.0201","0.4384","0.0","EUR","0.4384","Others","N","N","0.0","--","0.0"
"B07WK3Q372","X001VJETI1","VIVOSUN Growzelt 150x80x200cm Grow Tent aus hochreflektierendes Mylar mit Sichtfenster und Bodenwanne für Hydroponik und Indoor-Anbau S538 Grow Zelt passend für VS2000/VSF4300","'WRO1'","DE","100.0","25.5","15.3","centimeters","11.98","kilograms","0.039","cubic meters","Oversize","1.9","0.13","0.0689","2026-04","20.5","weeks","21.78","0.0","1.77","0.0689","1.5012","0.0","EUR","1.5012","Others","N","N","0.0","--","0.0"
"B07WK3Q372","X001VJETI1","VIVOSUN Growzelt 150x80x200cm Grow Tent aus hochreflektierendes Mylar mit Sichtfenster und Bodenwanne für Hydroponik und Indoor-Anbau S538 Grow Zelt passend für VS2000/VSF4300","'WRO1'","DE","100.0","25.5","15.3","centimeters","11.98","kilograms","0.039","cubic meters","Oversize","0.73","0.07","0.026","2026-04","20.5","weeks","21.78","0.0","0.67","0.026","0.5665","0.0","EUR","0.5665","Others","N","N","0.0","--","0.0"
"B07WK3Q372","X001VJETI1","VIVOSUN Growzelt 150x80x200cm Grow Tent aus hochreflektierendes Mylar mit Sichtfenster und Bodenwanne für Hydroponik und Indoor-Anbau S538 Grow Zelt passend für VS2000/VSF4300","'WRO1'","DE","100.0","25.5","15.3","centimeters","11.98","kilograms","0.039","cubic meters","Oversize","0.03","0.0","0.0013","2026-04","20.5","weeks","21.78","0.0","0.03","0.0013","0.0283","0.0","EUR","0.0283","Others","N","N","0.0","--","0.0"
"B07QQ3KYJC","X001VKJH9V","VIVOSUN Drucksprüher 7L Gartenspritze mit Verstellbarer Düse und Trageriemen, Sprühflasche Pumpsprüher mit Sicherheitsventil für Gartenbewässerung, Rasenpflege und Haushaltsreinigung, Orange","'WRO1'","DE","52.5","18.5","18.3","centimeters","1.64","kilograms","0.0178","cubic meters","Oversize","0.47","0.33","0.0024","2026-04","20.5","weeks","21.78","0.0","0.13","0.0024","0.0516","0.0","EUR","0.0516","Others","N","N","0.0","--","0.0"
"B00VWU35F4","X001VKJMC3","VIVOSUN Pflanzsack 5er-Packung 120L aus Vliesstoff, Hochbelastbarer Verdickter Stofftopf mit Starken Griffen für Gemüse, Blumen, Früchte, Gewächshaus und Garten","'WRO1'","DE","41.5","34.7","9.6","centimeters","1.89","kilograms","0.0138","cubic meters","Oversize","0.07","0.0","9.0E-4","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.0201","0.0","EUR","0.0201","Others","N","N","0.0","--","0.0"
"B07SBZ2ZJ9","X001W1HOD5","VIVOSUN 200L XXL Bollerwagen Faltbar mit Bremsen, 159kg Tragkraft, Klappbarer Handwagen mit 360°drehbare Räder für alle Gelände, Gartenwagen für Camping, Garten, Sport, Picknick, Einkaufen, Schwarz","'WRO1'","DE","69.4","30.8","24.0","centimeters","10.18","kilograms","0.0513","cubic meters","Oversize","0.03","0.0","0.0017","2026-04","20.5","weeks","21.78","0.0","0.03","0.0017","0.0372","0.0","EUR","0.0372","Others","N","N","0.0","--","0.0"
"B07SBZ2ZJ9","X001W1HOD5","VIVOSUN 200L XXL Bollerwagen Faltbar mit Bremsen, 159kg Tragkraft, Klappbarer Handwagen mit 360°drehbare Räder für alle Gelände, Gartenwagen für Camping, Garten, Sport, Picknick, Einkaufen, Schwarz","'WRO1'","DE","69.4","30.8","24.0","centimeters","10.18","kilograms","0.0513","cubic meters","Oversize","0.23","0.17","0.0034","2026-04","20.5","weeks","21.78","0.0","0.07","0.0034","0.0745","0.0","EUR","0.0745","Others","N","N","0.0","--","0.0"
"B0C6QJVMD1","X001WOK37V","VIVOSUN AeroZesh G6 Rohrventilator 150mm Abluftventilator mit EC-Motor Ventilator Growbox Rohrlüfter 660 m³/h mit PWM-Steuerung & E12-Geschwindigkeitsregler für Growzelt Growbox Indoorbelüftung","'WRO1'","DE","33.6","26.3","22.8","centimeters","3.31","kilograms","0.0201","cubic meters","Standard-Size","1.0","0.0","0.0201","2026-04","14.4","weeks","27.54","0.0","1.0","0.0201","0.5536","0.0","EUR","0.5536","Others","N","N","0.0","--","0.0"
"B0C2C8NP5D","X001YZNSF7","VIVOSUN Rohrventilator 150 mm Abluftventilator 688 m³/h Rohrlüfter mit E12-Geschwindigkeitsregler und EC-Motor 32dB Leiser Ventilator für Growzelte und Belüftungssysteme","'WRO1'","DE","35.6","28.1","25.7","centimeters","2.75","kilograms","0.0257","cubic meters","Standard-Size","0.13","0.0","0.0034","2026-04","14.4","weeks","27.54","0.0","0.03","9.0E-4","0.0942","0.0","EUR","0.0942","Others","N","N","0.0","--","0.0"
"B08JG8F18N","X0020AEZ6V","VIVOSUN VS1000 LED Grow Lampe, Vollspektrum Pflanzenlampe mit Samsung LM301 Dioden&Treiber, dimmbar und IP65 Wachstumslampe für Sämling, Gemüse, Blüte, geeignet für 60x60cm/90x90cm  Growzelt 2er-Pack","'WRO1'","DE","35.2","35.0","17.8","centimeters","5.19","kilograms","0.0219","cubic meters","Oversize","0.23","0.07","0.0037","2026-04","20.5","weeks","21.78","0.0","0.17","0.0037","0.0796","0.0","EUR","0.0796","Others","N","N","0.0","--","0.0"
"B0C2C97QWM","X0020FVYJH","VIVOSUN Smart Grow System mit Grow Lampe100W LED Pflanzenlampe mit integriertem Zirkulationsventilator, Rohrventilator 100 mm & GrowHub E42A Controller für Growbox Komplettsets, Indoor-Grow Hydroponik","'WRO1'","DE","43.4","37.0","30.5","centimeters","6.07","kilograms","0.049","cubic meters","Oversize","0.27","0.0","0.0131","2026-04","20.5","weeks","21.78","0.0","0.27","0.0131","0.2845","0.0","EUR","0.2845","Others","N","N","0.0","--","0.0"
"B0C2C97QWM","X0020FVYJH","VIVOSUN Smart Grow System mit Grow Lampe100W LED Pflanzenlampe mit integriertem Zirkulationsventilator, Rohrventilator 100 mm & GrowHub E42A Controller für Growbox Komplettsets, Indoor-Grow Hydroponik","'WRO1'","DE","43.4","37.0","30.5","centimeters","6.07","kilograms","0.049","cubic meters","Oversize","0.23","0.0","0.0114","2026-04","20.5","weeks","21.78","0.0","0.23","0.0114","0.2489","0.0","EUR","0.2489","Others","N","N","0.0","--","0.0"
"B09TVDLD5W","X00219PQF5","VIVOSUN Grow Lampe 100W Vollspektrum Pflanzenlampe mit Samsung Dioden Grow Light für Zimmerpflanzen Sämling Vegetativ und Blüte in 60x60cm, 90x90cm Growzelt, Gewächshaus VS1000E 2 Pack","'WRO1'","DE","34.6","32.79","15.6","centimeters","3.77","kilograms","0.0177","cubic meters","Standard-Size","0.23","0.0","0.0041","2026-04","14.4","weeks","27.54","0.0","0.23","0.0041","0.1135","0.0","EUR","0.1135","Others","N","N","0.0","--","0.0"
"B0CGHJ3F21","X0021L4TZV","VIVOSUN PRO Growzelt 80x80x160cm Grow Tent mit Dicken 22mm Stangen 2000D Oxford-Gewebe hochreflektierendes Mylar Indoor Hydroponik Zuchtzelt Pflanzenzelt Gewächshaus passend für AeroLight A150","'WRO1'","DE","85.0","32.4","18.6","centimeters","11.26","kilograms","0.0512","cubic meters","Oversize","0.03","0.0","0.0017","2026-04","20.5","weeks","21.78","0.0","0.03","0.0017","0.0372","0.0","EUR","0.0372","Others","N","N","0.0","--","0.0"
"B0FB8RK4X1","X002BGZ2XJ","VIVOSUN Grow Lampe100W LED Pflanzenlampe, Vollspektrum Lumalight Lampe mit Hohem PPFD & Dimmfunktion, Intelligente Pflanzenbeleuchtung für Zimmerpflanzen, Growzelt, Gemüse & Blüte","'WRO1'","DE","36.61","35.59","9.79","centimeters","2.91","kilograms","0.0128","cubic meters","Oversize","0.1","0.0","0.0013","2026-04","20.5","weeks","21.78","0.0","0.1","0.0013","0.0278","0.0","EUR","0.0278","Others","N","N","0.0","--","0.0"
"B0F5HCQ7K1","X002BS027N","VIVOSUN LumaRay Under Canopy Grow Lampe, Vollspektrum Dimmbares LED Pflanzenlampe für Growzelte und Gewächshäuser, SGS Kompatibel, 100W, 1er Pack, 1m","'WRO1'","DE","100.0","12.7","9.91","centimeters","2.88","kilograms","0.0126","cubic meters","Oversize","1.1","0.0","0.0105","2026-04","20.5","weeks","21.78","0.0","0.83","0.0105","0.2283","0.0","EUR","0.2283","Others","N","N","0.0731","FBA_NEW_SELECTION:0.0731","0.0"
"B0CBRSM7H7","X002CU6GJ3","VIVOSUN Smart Rohrventilator 100mm/Abluftset AeroZesh G4 mit GrowHub E42A+, Temperatur- & Feuchtigkeitsregler, WiFi/App-Fernsteuerung, Aktivkohlefilter und Schlauch für Growzelte und Hydrokultur","'WRO1'","DE","57.58","35.99","23.09","centimeters","7.02","kilograms","0.0479","cubic meters","Oversize","0.5","0.17","0.016","2026-04","20.5","weeks","21.78","0.0","0.33","0.016","0.3474","0.0","EUR","0.3474","Others","N","N","0.0","--","0.0"
"B0CBRPS1N8","X002CUF3G5","VIVOSUN Smart Rohrventilator 150mm AeroZesh G6 Abluftset 660m³/h mit GrowHub E42A+, Temperatur- und Feuchtigkeitsregler, WiFi/App-Fernsteuerung, Aktivkohlefilter und Schlauch für Growzelt Hydroponik","'WRO1'","DE","93.0","27.0","26.0","centimeters","10.06","kilograms","0.0653","cubic meters","Oversize","0.23","0.0","0.0152","2026-04","20.5","weeks","21.78","0.0","0.23","0.0152","0.3318","0.0","EUR","0.3318","Others","N","N","0.0","--","0.0"
"B0FHZV3WNM","X002CXIWAB","VIVOSUN AeroFlux Smart Grow Tent Heater, 700W PTC-Heizung mit Thermostat, VPD-Überwachung, App-Steuerung, Überhitzungsschutz und Verlängerungsschlauch, für Growzelte, Räume und Gewächshäuser","'WRO1'","DE","33.0","31.1","19.4","centimeters","3.19","kilograms","0.0199","cubic meters","Standard-Size","0.53","0.13","0.008","2026-04","14.4","weeks","27.54","0.0","0.4","0.008","0.2188","0.0","EUR","0.2188","Others","N","N","0.0","--","0.0"
"B0BY7PSQ69","X002F00YRF","VIVOSUN Smart Growzelt Komplettset 60x60x120cm, WLAN-integriertes automatisches Grow-System mit 100W Vollspektrum-LED-Pflanzenlampe und effizientem Belüftungssystem mit GrowHub E42A+ Controller","'WRO1'","DE","75.8","37.9","37.9","centimeters","17.7","kilograms","0.1089","cubic meters","Oversize","0.27","0.0","0.029","2026-04","20.5","weeks","21.78","0.0","0.0","0.0","0.6324","0.0","EUR","0.6324","Others","N","N","0.0","--","0.0"
