"Inkluderar transaktioner på Amazons marknadsplats, Fraktas från Amazon (FBA) och Amazons webbutik"
"Alla belopp i kr, om inte annat anges"
"Definitioner:"
"datum/tid: bokfört datum/tid för transaktionen"
"Inkasserad moms: Inkluderar moms som kasserats in från köpare för produktförsäljning, frakt och presentinslagning."
"Försäljningsavgifter: Inkluderar rörliga avstängningsavgifter och hänvisningsavgifter."
"Övriga transaktionsavgifter: Inkluderar återdebitering av frakt, stoppad frakt, fraktstopp, avgifter per artikel och inkassering av moms."
"Övrigt: Inkluderar belopp för annat än beställningar. Mer information finns i kolumnerna ”Typ” och ”Beskrivning” för varje beställnings-ID."
"Obs! Rapporter med startdatum 1 januari 2025 eller senare indexeras efter bokföringsdatum, inkluderar både släppta och uppskjutna transaktioner och har två nya kolumner. Du kan behöva uppdatera integreringar eller mappningar från tredje part."
"datum/tid","reglerings-id","typ","beställnings-id","sku","beskrivning","antal","marknadsplats","leverans","stad för beställning","delstat för beställning","postadress för beställning","försäljning av produkter","fraktkrediter","krediter för presentinslagning","kampanjrabatter","Inkasserad moms","Skatt för marknadsplatsförmedlare","försäljningsavgifter","fba-avgifter","övriga transaktionsavgifter","Övrigt","totalt","Transaktionsstatus","Transaktionens utgivningsdatum"
"25 apr. 2026 00:52:45 UTC","27033698842","Order","406-2969257-5837916","330101NJ-EU-M","VIVOSUN Robust, vattentät planterings-värmematta 25,4 x 52,7 cm, UL- och MET-certifierad varm hydroponisk värmematta för groning, inomhus- och vä","1","amazon.se","Säljare","HAMMARSTRAND","","","163,78","0","0","0","40,95","−40,95","−30,71","0","0","0","133,07","Släpps","13 maj 2026 23:57:26 UTC"
"25 apr. 2026 00:52:45 UTC","27033698842","Order","406-2969257-5837916","330101CNJ-EU-M","VIVOSUN 20 x 20 cm värmematta för frön och digital termostat kombo set uppfyllde standard","1","amazon.se","Säljare","HAMMARSTRAND","","","388,03","0","0","0","97,01","−97,01","−72,76","0","0","0","315,27","Släpps","13 maj 2026 23:57:26 UTC"
"25 apr. 2026 00:53:01 UTC","26947924442","Order","408-1756374-0852318","311001-7x5-EU-M","VIVOSUN 5-pack 30 liters odlingspåsar, vävda tygkrukor med bärhandtag, slitstarka planteringspåsar för grönsaker, frukt, blommor, växthus och t","2","amazon.se","Säljare","TROLLHÄTTAN","","","468,54","0","0","0","117,14","−117,14","−87,86","0","0","0","380,68","Släpps","11 maj 2026 21:16:27 UTC"
"25 apr. 2026 00:55:56 UTC","26947924442","Order","404-5706786-8337157","330702-02-EU-M","VIVOSUN trädgårdsnät 1,5 m x 9,1 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","1","amazon.se","Säljare","EKSJÖ","","","94,78","0","0","0","23,70","−23,70","−9,48","0","0","0","85,30","Släpps","11 maj 2026 22:57:57 UTC"
"25 apr. 2026 00:56:42 UTC","26947924442","Order","403-1024923-9084346","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 oscillerande klämfläktar 10 cm för odling set med 2, 3 hastigheter, kraftfullt och tyst luftflöde, justerbar vinkel, svart","1","amazon.se","Säljare","Brålanda","Vänersborg","","344,91","0","0","0","86,23","−86,23","−64,67","0","0","0","280,24","Släpps","6 maj 2026 15:08:21 UTC"
"26 apr. 2026 01:55:54 UTC","26947924442","Order","403-6026965-7333146","330101CNJ-EU-M","VIVOSUN 20 x 20 cm värmematta för frön och digital termostat kombo set uppfyllde standard","1","amazon.se","Säljare","UDDEVALLA","Västra Götalands Län","","388,03","0","0","0","97,01","−97,01","−72,76","0","0","0","315,27","Släpps","11 maj 2026 19:23:44 UTC"
"26 apr. 2026 01:56:25 UTC","26947924442","Order","408-0306967-2550702","VSGB-5-EU-M","VIVOSUN 5-pack 20 liters odlingspåsar, 500 g tjocka vävda tygkrukor med bärhandtag och multifunktionella ringar, för low-stress-träning, frukt, g","1","amazon.se","Säljare","Arvidsjaur","Schweden","","260,31","0","0","0","65,08","−65,08","−48,81","0","0","0","211,50","Släpps","7 maj 2026 23:52:52 UTC"
"26 apr. 2026 01:56:25 UTC","26947924442","Order","408-0306967-2550702","VSGB-10-EU-M","VIVOSUN 5-pack 40 liters odlingspåsar, 500 g tjocka vävda tygkrukor med bärhandtag och multifunktionella ringar, för low-stress-träning, frukt, g","1","amazon.se","Säljare","Arvidsjaur","Schweden","","295,03","0","0","0","73,76","−73,76","−55,32","0","0","0","239,71","Släpps","7 maj 2026 23:52:52 UTC"
"26 apr. 2026 01:56:31 UTC","26947924442","Order","402-9832804-2689100","311001-10x5-EU-M","VIVOSUN Växtpåsar, 5 st 37 liter av robust, tjockt fibertyg med handtag","2","amazon.se","Säljare","Västerås","","","537,98","0","0","0","134,50","−134,50","−100,88","0","0","0","437,10","Släpps","11 maj 2026 07:32:14 UTC"
"26 apr. 2026 06:22:31 UTC","27033698842","Order","408-9677205-9849901","CBIN-BL-43J-EU-M","VIVOSUN komposter 163L roterande trädgårdskomposter med 2 kammare, snabbkomposter i plast med vattentäta trädgårdshandskar för kompost och träd","1","amazon.se","Säljare","STOCKHOLM","","","862,40","0","0","0","215,60","−215,60","−161,70","0","0","0","700,70","Släpps","14 maj 2026 21:19:11 UTC"
"27 apr. 2026 06:07:17 UTC","26947924442","Order","405-2145420-2120337","VSE-ATW70-EU-FBM","VIVOSUN AeroFlux Smart Grow Tent Heater, 700 W PTC-värmare med termostat, VPD-övervakning, appkontroll, överhettningsskydd och förlängningsslang,","1","amazon.se","Säljare","Vittskövle","Skåne","","1 124,57","0","0","0","281,14","−281,14","−210,86","0","0","0","913,71","Släpps","11 maj 2026 14:05:04 UTC"
"28 apr. 2026 01:21:19 UTC","26863201812","Order","403-3713377-2645154","330701-01-EU-FBM","VIVOSUN trädgårdsnät 1,5 m x 4,6 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","2","amazon.se","Säljare","BJÖRKLINGE","","","155,08","0","0","0","38,76","−38,76","−29,08","0","0","0","126,00","Uppskjuten",
"28 apr. 2026 07:23:31 UTC","26947924442","Order","404-0603980-6709951","SPray-80L-EU","VIVOSUN 8 L Pumptryckspruta, trycksatt gräsmatta och trädgård vattensprayflaska med justerbar axelrem, tryckavlastningsventil, för sprayning av v�","1","amazon.se","Amazon","VENDELSÖ","","","453,41","0","0","0","113,35","−113,35","−73,68","−85,78","0","0","293,95","Släpps","9 maj 2026 20:43:42 UTC"
"29 apr. 2026 00:54:26 UTC","26947924442","Order","406-2334831-3583545","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 oscillerande klämfläktar 10 cm för odling set med 2, 3 hastigheter, kraftfullt och tyst luftflöde, justerbar vinkel, svart","1","amazon.se","Säljare","GÖTEBORG","","","344,91","0","0","0","86,23","−86,23","−64,67","0","0","0","280,24","Släpps","9 maj 2026 23:54:52 UTC"
"29 apr. 2026 09:08:51 UTC","27033698842","Order","403-3411135-2071537","332572-EU-M","VIVOSUN 800 Gph nedsänkbar pump 24 W","1","amazon.se","Säljare","BAGARMOSSEN","","","258,66","0","0","0","64,67","−64,67","−42,03","0","0","0","216,63","Släpps","14 maj 2026 03:07:30 UTC"
"30 apr. 2026 01:10:28 UTC","26947924442","Order","407-7108603-6877169","311001-7x5-EU-M","VIVOSUN 5-pack 30 liters odlingspåsar, vävda tygkrukor med bärhandtag, slitstarka planteringspåsar för grönsaker, frukt, blommor, växthus och t","1","amazon.se","Säljare","LINKÖPING","","","234,27","0","0","0","58,57","−58,57","−43,93","0","0","0","190,34","Släpps","12 maj 2026 18:40:31 UTC"
"30 apr. 2026 01:44:55 UTC","26947924442","Överföring","","","Till bankkontot som slutar på: 064","","","","","","","0","0","0","0","0","0","0","0","0","−20 853,19","−20 853,19","Släpps","30 apr. 2026 01:44:55 UTC"
"30 apr. 2026 18:24:47 UTC","26947924442","Återbetalning","402-9574891-4389116","304113-P276-EU","VIVOSUN PRO odlingstält 80 x 80 x 160 cm odlingstält med tjocka 22 mm stänger 2000D oxfordtyg, högreflekterande Mylar inomhus hydroponik, odlingst","1","amazon.se","Amazon","Skövde","","","−1 533,22","−6,54","0","6,54","−383,31","383,31","234,98","0","0","0","−1 298,24","Släpps","30 apr. 2026 18:24:47 UTC"
"2 maj 2026 01:10:49 UTC","27033698842","Order","405-2945890-3829135","VSVC-AZT6E42AP-EU-FBM","VIVOSUN PRO T6 Smart luftfiltreringssats, 15 cm AeroZesh T6 kanalfläkt med GrowHub E42A, kolfilter och luftkanal, kyl- och ventilationssystem för v�","1","amazon.se","Säljare","ARBOGA","","","3 234,53","0","0","0","0","0","−485,18","0","0","0","2 749,35","Släpps","15 maj 2026 17:30:36 UTC"
"2 maj 2026 01:10:49 UTC","27033698842","Order","405-2945890-3829135","VSE-ASH09-EU-M","VIVOSUN AeroStream H09 intelligent Wi-Fi-luftfuktare, 2,38 Gal/9 l luftfuktare med temperatur- och fuktighetssond, smart fjärrkontroll, designad för","1","amazon.se","Säljare","ARBOGA","","","1 293,62","0","0","0","0","0","−194,04","0","0","0","1 099,58","Släpps","15 maj 2026 17:30:36 UTC"
"2 maj 2026 01:10:49 UTC","27033698842","Order","405-2945890-3829135","304113-P558-EU-FBM","VIVOSUN P558 60""×60"" × 80"" PRO odlingstält, tjocka 1"" stolpar, förstärkt Mylar Oxfordtyg, extra hängande stänger, hög CFM-kit för AeroLight A","1","amazon.se","Säljare","ARBOGA","","","3 301,70","0","0","0","0","0","−495,26","0","0","0","2 806,44","Släpps","15 maj 2026 17:30:36 UTC"
"5 maj 2026 02:15:19 UTC","27033698842","Order","405-2918106-5857156","330702-02-EU-M","VIVOSUN trädgårdsnät 1,5 m x 9,1 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","1","amazon.se","Säljare","STOCKHOLM","","","94,78","0","0","0","23,70","−23,70","−9,48","0","0","0","85,30","Släpps","17 maj 2026 12:14:59 UTC"
"5 maj 2026 02:15:52 UTC","27033698842","Order","171-8192931-2676327","330701-01-EU-FBM","VIVOSUN trädgårdsnät 1,5 m x 4,6 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","1","amazon.se","Säljare","VÄXJÖ","","","77,54","0","0","0","19,38","−19,38","−14,54","0","0","0","63,00","Släpps","18 maj 2026 13:41:26 UTC"
"6 maj 2026 00:20:45 UTC","27033698842","Order","408-2598413-5955521","VSV-AZS6-EU","VIVOSUN AeroZesh S6 6 tum 405 CFM inline-kanalfläkt med E12 hastighetskontroll, helt programmerbar PWM-styrd EC-fläkt för växttält ventilation","1","amazon.se","Amazon","Arvika","","","1 118,10","0","0","0","279,53","−279,53","−209,64","−71,25","0","0","837,21","Släpps","15 maj 2026 20:35:11 UTC"
"6 maj 2026 02:16:21 UTC","27033698842","Order","402-4520379-8989167","VSGB-5-EU-M","VIVOSUN 5-pack 20 liters odlingspåsar, 500 g tjocka vävda tygkrukor med bärhandtag och multifunktionella ringar, för low-stress-träning, frukt, g","1","amazon.se","Säljare","CHARLOTTENBERG","","","260,31","0","0","0","65,08","−65,08","−48,81","0","0","0","211,50","Släpps","15 maj 2026 08:42:11 UTC"
"6 maj 2026 03:13:16 UTC","26947924442","Order","403-6735763-7331563","VSI-FFD2-EU-FBM","VIVOSUN FlexFeed droppbevattningssats, 4 W automatiskt bevattningssystem med pump och 4 droppsändare, app-kontrollerbar professionell droppsats för","2","amazon.se","Säljare","Östersund","","","515,84","0","0","0","128,96","−128,96","−96,72","0","0","0","419,12","Uppskjuten",
"8 maj 2026 00:47:59 UTC","27033698842","Order","405-6871432-8580312","306146-0412-EU","VIVOSUN 10 cm luftkolfilter luktkontroll med Australien jungfrukol för inbyggd fläkt, odla tält luktskrubbare, förfilter ingår, vändbar fläns 1","1","amazon.se","Amazon","MALMÖ","","","470,04","0","0","0","117,51","−117,51","−88,13","−66,34","0","0","315,57","Släpps","15 maj 2026 17:03:14 UTC"
"8 maj 2026 00:58:46 UTC","26947924442","Order","402-3053839-1462701","305142-PEN-EU-M","VIVOSUN TDS Tester TDS EC och temperaturmätare","1","amazon.se","Säljare","SUNDSVALL","","","129,29","0","0","0","32,32","−32,32","−8,08","0","0","0","121,21","Uppskjuten",
"8 maj 2026 00:58:46 UTC","26947924442","Order","402-3053839-1462701","PH006J-EU-M","VIVOSUN pH‑mätare digital med ATC, 0,01 pH noggrannhet, pH-tester 0-14 mätområde för vattenkvalitet i hydroponik, dricksvatten, pool och akvariu","1","amazon.se","Säljare","SUNDSVALL","","","146,54","0","0","0","36,63","−36,63","−23,81","0","0","0","122,73","Uppskjuten",
"8 maj 2026 07:11:19 UTC","26947924442","Order","407-2786915-9442715","305131-EU-M","VIVOSUN Jordtestare, 3-i-1 växtfuktighetsmätare ljus och PH-testare för hem, trädgård, gräsmatta, bondgård, inomhus- och utomhusbruk, främja v","1","amazon.se","Säljare","Umeå","Västerbotten","","94,78","0","0","0","23,70","−23,70","−17,77","0","0","0","77,01","Uppskjuten",
"8 maj 2026 09:22:39 UTC","26947924442","Order","405-0020463-7748347","CBIN-BL-43J-EU-M","VIVOSUN komposter 163L roterande trädgårdskomposter med 2 kammare, snabbkomposter i plast med vattentäta trädgårdshandskar för kompost och träd","1","amazon.se","Säljare","VISBY","","","862,40","0","0","0","215,60","−215,60","−161,70","0","0","0","700,70","Uppskjuten",
"9 maj 2026 09:01:28 UTC","26947924442","Order","403-8987751-7394765","330701-01-EU-FBM","VIVOSUN trädgårdsnät 1,5 m x 4,6 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","1","amazon.se","Säljare","MARIESTAD","","","77,54","0","0","0","19,38","−19,38","−14,54","0","0","0","63,00","Uppskjuten",
"9 maj 2026 09:01:35 UTC","26947924442","Order","404-1152575-1217147","VSE-ATW70-EU-FBM","VIVOSUN AeroFlux Smart Grow Tent Heater, 700 W PTC-värmare med termostat, VPD-övervakning, appkontroll, överhettningsskydd och förlängningsslang,","1","amazon.se","Säljare","MALMÖ","","","1 124,57","0","0","0","281,14","−281,14","−210,86","0","0","0","913,71","Uppskjuten",
"9 maj 2026 09:01:56 UTC","26947924442","Order","408-7703983-9030712","330702-02-EU-M","VIVOSUN trädgårdsnät 1,5 m x 9,1 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","1","amazon.se","Säljare","BANKERYD","","","94,78","0","0","0","23,70","−23,70","−9,48","0","0","0","85,30","Uppskjuten",
"10 maj 2026 02:12:08 UTC","26947924442","Order","406-1717332-1330752","330702-02-EU-M","VIVOSUN trädgårdsnät 1,5 m x 9,1 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","1","amazon.se","Säljare","ÄLMHULT","","","94,78","0","0","0","23,70","−23,70","−9,48","0","0","0","85,30","Uppskjuten",
"11 maj 2026 00:56:11 UTC","26947924442","Order","405-5237728-4541955","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 oscillerande klämfläktar 10 cm för odling set med 2, 3 hastigheter, kraftfullt och tyst luftflöde, justerbar vinkel, svart","1","amazon.se","Säljare","VÄSTERÅS","","","344,91","0","0","0","86,23","−86,23","−64,67","0","0","0","280,24","Uppskjuten",
"11 maj 2026 00:59:08 UTC","26947924442","Order","405-2030204-3885914","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 oscillerande klämfläktar 10 cm för odling set med 2, 3 hastigheter, kraftfullt och tyst luftflöde, justerbar vinkel, svart","1","amazon.se","Säljare","PERSTORP","","","344,91","0","0","0","86,23","−86,23","−64,67","0","0","0","280,24","Uppskjuten",
"12 maj 2026 00:52:07 UTC","26947924442","Order","407-4578300-2697101","VSV-IFP4C-EU-FBM","VIVOSUN Inline-fläkt 100 mm med farthållare 221 m³/h tyst EC-ventilation HVAC-motor för odlingstält källare garage badrum kök vind 3D-skrivare","1","amazon.se","Säljare","HUDDINGE","","","319,03","0","0","0","79,76","−79,76","−19,94","0","0","0","299,09","Uppskjuten",
"14 maj 2026 03:44:37 UTC","27033698842","Överföring","","","Till bankkontot som slutar på: 064","","","","","","","0","0","0","0","0","0","0","0","0","−12 496,42","−12 496,42","Släpps","14 maj 2026 03:44:37 UTC"
"15 maj 2026 00:53:11 UTC","27033698842","Order","408-5036729-7471500","330702-02-EU-M","VIVOSUN trädgårdsnät 1,5 m x 9,1 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","2","amazon.se","Säljare","SÖDERKÖPING","","","189,56","0","0","0","47,40","−47,40","−18,96","0","0","0","170,60","Uppskjuten",
"15 maj 2026 00:53:30 UTC","27033698842","Order","405-1261701-1993911","330702-02-EU-M","VIVOSUN trädgårdsnät 1,5 m x 9,1 m, växtnät med stora maskor, spaljé för gurka, ärtor, tomater och klätterväxter, nylonvävnad","2","amazon.se","Säljare","KRYLBO","","","189,56","0","0","0","47,40","−47,40","−18,96","0","0","0","170,60","Uppskjuten",
"15 maj 2026 08:22:35 UTC","27033698842","Order","402-7794599-0396336","VSE-ATW70-EU","VIVOSUN AeroFlux Smart Grow Tent Heater, 700 W PTC-värmare med termostat, VPD-övervakning, appkontroll, överhettningsskydd och förlängningsslang,","1","amazon.se","Amazon","Bandhagen","None","","1 122,40","0","0","0","280,60","−280,60","−70,15","−71,25","0","0","981,00","Uppskjuten",
