"approval-date","reimbursement-id","case-id","amazon-order-id","reason","sku","fnsku","asin","product-name","condition","currency-unit","amount-per-unit","amount-total","quantity-reimbursed-cash","quantity-reimbursed-inventory","quantity-reimbursed-total","original-reimbursement-id","original-reimbursement-type"
"2026-05-03T17:08:19+00:00","21924026381",,,"Lost_Warehouse","305130-PEN","X001CXZH71","B06XKMH86J","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics, Pool and Aquarium, Yellow Blue, UL Certified","NewItem","USD","4.11","4.11","1","0","1",,
"2026-05-03T17:02:07+00:00","21922936591",,,"Reimbursement_Reversal","330702X2NJ","X002IY5C23","B088NT1VZ2","VIVOSUN 5 x 30 ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 2-Pack","NewItem","USD","-6.36","-6.36","-1","1","0","20969460031","CustomerServiceIssue"
"2026-05-03T16:30:29+00:00","21922131471",,"112-8272186-0387408","CustomerReturn","311011-7J","X00279IFU5","B07SN2JKSZ","VIVOSUN 5 Pack 7 Gallon Square Grow Bags, Thick Nonwoven Cubic Fabric Pots with Handles for Indoor and Outdoor Gardening","NewItem","USD","11.50","11.50","1","0","1",,
"2026-05-03T16:09:04+00:00","21922119171",,"114-7037522-1716239","CustomerReturn","LH-001-6","X003S9ER5Z","B0C23Z53BP","VIVOSUN 6-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","NewItem","USD","16.23","16.23","1","0","1",,
"2026-05-03T16:01:34+00:00","21922544011",,"111-7487086-6828253","CustomerReturn","SPray-2L-BG","X003XO0I1H","B0CFZWSP22","VIVOSUN 0.5Gal Handheld Garden Sprayer, 2L Pump Sprayer, 68 Oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additional Seals, Ideal for Watering, Fertilizing, Cleaning","NewItem","USD","9.75","9.75","1","0","1",,
"2026-05-03T15:43:29+00:00","21922105941",,"112-2364284-4318605","CustomerReturn","330101CNJ","X001Z0D25Z","B016MKY7C8","VIVOSUN 10""x 20.75"" Seedling Heat Mat and Digital Thermostat Combo Set, UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","13.73","13.73","1","0","1",,
"2026-05-03T15:39:48+00:00","21922612151",,"113-5747308-7233850","CustomerReturn","VSL-LL200-N","X004RRYDIN","B08GNZ7M74","VIVOSUN LumaLight 200W LED Grow Light, Full Spectrum Plant Light, Smart Dimmable & High PPFD for Indoor Plants Seedling Vegetables Bloom, Fits 2×4/3×3 Grow Tents","NewItem","USD","134.30","134.30","1","0","1",,
"2026-05-03T15:36:51+00:00","21922394051",,,"Lost_Warehouse","332572J","X001Z5JQOB","B07L54HB83","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","NewItem","USD","6.04","60.40","10","0","10",,
"2026-05-03T15:11:42+00:00","21921524591",,"113-9543313-7388200","CustomerReturn","332572J","X001Z5JQOB","B07L54HB83","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","NewItem","USD","13.11","13.11","1","0","1",,
"2026-05-03T15:00:46+00:00","21922571851",,"111-2321636-4013043","CustomerReturn","VSG-GB-10OYBGG350","X004B9L457","B0D91X4KS7","VIVOSUN 5-Pack 10-Gallon Colored Grow Bags, 350G Thick nonwoven Fabric Pots with Handles for Flowers, Fruits and Vegetables","NewItem","USD","9.96","9.96","1","0","1",,
"2026-05-03T14:46:05+00:00","21922940171",,"113-7326841-1280257","CustomerReturn","311001-5x5NJ","X001F1MPD9","B00TF9E6XE","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","NewItem","USD","7.93","7.93","1","0","1",,
"2026-05-03T14:15:12+00:00","21922066121",,"112-2364284-4318605","CustomerReturn","330101CNJ","X001Z0D25Z","B016MKY7C8","VIVOSUN 10""x 20.75"" Seedling Heat Mat and Digital Thermostat Combo Set, UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","13.73","13.73","1","0","1",,
"2026-05-03T14:00:19+00:00","21921493881",,"114-1046604-7653832","CustomerReturn","330101x2NJ","X001YUGJ7J","B015PD8I7I","VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","12.10","12.10","1","0","1",,
"2026-05-03T13:47:34+00:00","21922055811",,,"Damaged_Warehouse","VSK-GIYP448A-US","X004X6BF2F","B0CMQ4VMHM","VIVOSUN Smart Pro Grow Tent Kit 4×4 Complete Smart Grow System WiFi-Integrated Automatic Control GrowHub E42A+, 2-in-1 Tunable Spectrum LED Grow Light, 360° Ventilation & Circulation Control System","NewItem","USD","288.00","288.00","1","0","1",,
"2026-05-03T13:40:26+00:00","21921216371",,"113-9719309-1837826","CustomerServiceIssue","GH-0007","X002JV1IWD","B08B63NZX8","VIVOSUN 57 x 29 x 77-Inch Mini Walk-in Greenhouse with Windows, Shelves and Anchors, Plant Garden Hot House","NewItem","USD","18.94","18.94","1","0","1",,
"2026-05-03T13:08:39+00:00","21920935681",,"111-6408663-7273021","CustomerReturn","SST-2-0006","X003OUJFVT","B0BTD3HZLX","VIVOSUN 6-Pack Seed Starter Trays, 240-Cell Seed Starter Kit with 2 Set of LED Lights, 3.6"" Higher Cover, Adjustable Vents, Drainage Holes, Green Propagation Tray for Planting Seed, 40 Cells x 6 Packs","NewItem","USD","42.49","42.49","1","0","1",,
"2026-05-03T12:59:26+00:00","21921946271",,,"Damaged_Warehouse","SPray-15L-RJ","X0024HI1GD","B07QSCTT31","VIVOSUN 50oz Pump Sprayer, Handheld Garden Water Sprayer Bottle with Adjustable Brass Nozzle, for Spraying Plants, Flowers, Weeds and Cleaning, Red","NewItem","USD","4.84","4.84","1","0","1",,
"2026-05-03T11:59:18+00:00","21921890401",,"112-4152978-0912233","CustomerReturn","VSG-SPRAY-PP2L","X004QXIEBZ","B0FGHGBPC3","VIVOSUN 70oz Pump Sprayer, Portable Water Spray Bottle for Spraying Plants, Flowers, Weeds and Cleaning, Hand Pump with Side Filling Port, Measuring Cup, Adjustable Nozzles","NewItem","USD","13.59","13.59","1","0","1",,
"2026-05-03T11:59:14+00:00","21921890391",,"111-6267700-8821003","CustomerReturn","VSK-GIYS336-US","X004T1I7QV","B0BY7XVZFQ","VIVOSUN GIY Smart Grow Tent System 3x3, WiFi-Integrated Grow Tent Kit, with Automate Ventilation and Circulation, Schedule Full Spectrum 200W LED Grow Light, and GrowHub E42A+Controller","NewItem","USD","290.07","290.07","1","0","1",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","VSAW200","X0040W9G4L","B0CM8PP2VX","VIVOSUN AeroLight Wing AW200, Tunable Spectrum, LED Grow Light 200W with Integrated Circulation Fan, Compatible with App, Used with Controller E42A/E25 to Achieve More Functions","NewItem","USD","80.00","80.00","1","0","1",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","TN-33","X003QTZL7Z","B0BY2CVFB9","VIVOSUN 3 x 3Ft. Elastic Trellis Netting with 4 Hooks for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","NewItem","USD","3.86","3.86","1","0","1",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","PL-0001","X003CWSORP","B0BB799H1L","VIVOSUN 7 x 10 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","NewItem","USD","4.98","4.98","1","0","1",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","GP0001-6J","X0024JNEOP","B07R22S3B5","VIVOSUN 50 Pcs 6 Inch Plastic Plant Nursery Pots, Seed Starting Pot, Flower Plant Container for Seedlings, Cuttings, Transplanting","NewItem","USD","6.89","6.89","1","0","1",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","VSE-ASH05","X004EF01YX","B0DHGP2JQ8","VIVOSUN AeroStream H05 Intelligent Wi-Fi Humidifier, 1.32 Gal / 5 L Humidifier with Temp & Humidity Probe, Smart Remote Control, Designed for Growers","NewItem","USD","15.35","92.10","6","0","6",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","L000002-100*2J","X001C3FPNR","B01MV5C1I4","VIVOSUN Air Stone 2PCS 4 x 2 Inch Large Air Stone for Aquarium, Fish Tank and Hydroponics Air Pump","NewItem","USD","2.41","24.10","10","0","10",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","TF0004N-J","X002I74C4J","B08724L8SS","VIVOSUN Garden Hose Splitter 4 Way, Heavy Duty Water Hose Connector 3/4"", Water Hose Manifold, Faucet Adapter with Comfortable Rubberized Grip for Drip Irrigation, Lawns","NewItem","USD","5.13","92.34","18","0","18",,
"2026-05-03T11:07:16+00:00","21920898681","20093161581",,"Lost_Inbound","332572J","X001Z5JQOB","B07L54HB83","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","NewItem","USD","6.04","72.48","12","0","12",,
"2026-05-03T10:52:38+00:00","21921646011",,"113-0550406-5290638","CustomerServiceIssue","311003-4J","X001375NH5","B01EWH83FU","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","NewItem","USD","3.19","3.19","1","0","1",,
"2026-05-03T10:49:49+00:00","21921852221",,,"Lost_Warehouse","311003-4J","X001375NH5","B01EWH83FU","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","NewItem","USD","2.01","4.02","2","0","2",,
"2026-05-03T10:49:49+00:00","21921852221",,,"Lost_Warehouse","311003-4J","X001375NH5","B01EWH83FU","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","NewItem","USD","2.01","4.02","2","0","2",,
"2026-05-03T10:49:49+00:00","21921852221",,,"Lost_Warehouse","311003-4J","X001375NH5","B01EWH83FU","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","NewItem","USD","2.01","4.02","2","0","2",,
"2026-05-03T10:34:55+00:00","21920878761",,"112-9874177-0215409","CustomerReturn","311001-7x5NJ","X001F11RLF","B00TF9E9PY","VIVOSUN 5-Pack 7 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","NewItem","USD","9.38","9.38","1","0","1",,
"2026-05-03T10:11:16+00:00","21920491341",,"111-2989292-1882615","CustomerReturn","SPray-100L","X0043F0OU5","B0CRRFQFB5","VIVOSUN 2.64-Gallon Pump Pressure Sprayer, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, for Plants Spraying, Garden Watering and Household Cleaning","NewItem","USD","22.30","22.30","1","0","1",,
"2026-05-03T10:03:05+00:00","21920485051",,,"Damaged_Warehouse","VSG-SPRAY-PP2L","X004QXIEBZ","B0FGHGBPC3","VIVOSUN 70oz Pump Sprayer, Portable Water Spray Bottle for Spraying Plants, Flowers, Weeds and Cleaning, Hand Pump with Side Filling Port, Measuring Cup, Adjustable Nozzles","NewItem","USD","6.62","6.62","1","0","1",,
"2026-05-03T10:03:04+00:00","21921130291",,,"Damaged_Warehouse","VSG-SPRAY-PP2L","X004QXIEBZ","B0FGHGBPC3","VIVOSUN 70oz Pump Sprayer, Portable Water Spray Bottle for Spraying Plants, Flowers, Weeds and Cleaning, Hand Pump with Side Filling Port, Measuring Cup, Adjustable Nozzles","NewItem","USD","6.62","6.62","1","0","1",,
"2026-05-03T09:53:20+00:00","21921344931",,"113-5976754-0092241","CustomerReturn","WC-002","X0041ZUFKL","B0CP5QJC7C","VIVOSUN 15-Amp Electric Wood Chipper Shredder with 1.57"" Hopper & 50L Collection Bag, Includes Plunger, Extra Carbon Blades, Safety Goggles & Gloves for Yard Waste, Branches, and Leaves (Green)","NewItem","USD","39.88","39.88","1","0","1",,
"2026-05-03T09:51:26+00:00","21920853521",,"111-9009641-7413825","CustomerReturn","VSG-SPRAY-PP2L","X004QXIEBZ","B0FGHGBPC3","VIVOSUN 70oz Pump Sprayer, Portable Water Spray Bottle for Spraying Plants, Flowers, Weeds and Cleaning, Hand Pump with Side Filling Port, Measuring Cup, Adjustable Nozzles","NewItem","USD","13.59","13.59","1","0","1",,
"2026-05-03T09:18:29+00:00","21921052321",,,"Damaged_Warehouse","306109-68C","X002AINM2T","B07WT519SL","VIVOSUN Dryer Vent Hose, 6 inch Aluminum Foil Ducting, 8FT Long Heavy-Duty Dryer Hose Vent Kit for HVAC Ventilation, Exhaust, Duct Fan Systems, Black Flexible Air Duct w/ 2 Clamps","NewItem","USD","4.89","4.89","1","0","1",,
"2026-05-03T09:05:26+00:00","21920835941",,"701-1417058-6606649","CustomerReturn","306201P-4K","X001D613UR","B01DXYMGOM","VIVOSUN T4 4 Inch 190 CFM Inline Duct Ventilation Fan with Variable Speed Controller for Grow Tent","NewItem","CAD","46.97","46.97","1","0","1",,
"2026-05-03T08:35:02+00:00","21921039801",,"114-5794829-8747425","CustomerReturn","332572J","X001Z5JQOB","B07L54HB83","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","NewItem","USD","15.23","15.23","1","0","1",,
"2026-05-03T08:25:10+00:00","21921072041",,"111-7772129-7091440","CustomerReturn","TN-24","X003QU7V13","B0BY2CLYQQ","VIVOSUN 2 x 4Ft. Elastic Trellis Netting with 4 Hooks for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","NewItem","USD","6.99","6.99","1","0","1",,
"2026-05-03T08:23:51+00:00","21920719841",,"111-4577101-9521042","CustomerReturn","RB-0002","X003AH3SOL","B0B4N9RYJC","VIVOSUN Collapsible Rain Barrel, 100 Gallon Water Storage Tank with 1000D Oxford Cloth, Portable Rain Collection System Includes Two Spigots and Overflow Kit, Green","NewItem","USD","47.74","47.74","1","0","1",,
"2026-05-03T08:23:35+00:00","21920418771",,,"Lost_Warehouse","HR-0000B","X003XOGWOJ","B0CG1MWVFW","VIVOSUN Outdoor Handrail, 2 Step Stair Handrail, 26"" x 36"" Fits 1 to 2 Steps, Wrought Mattle Iron Stair Railing with Curved Ends and Balusters for Concrete Steps, Porch Steps, One-step Assembly, Black","NewItem","USD","23.01","23.01","1","0","1",,
"2026-05-03T08:23:35+00:00","21920418771",,,"Lost_Warehouse","HR-0000B","X003XOGWOJ","B0CG1MWVFW","VIVOSUN Outdoor Handrail, 2 Step Stair Handrail, 26"" x 36"" Fits 1 to 2 Steps, Wrought Mattle Iron Stair Railing with Curved Ends and Balusters for Concrete Steps, Porch Steps, One-step Assembly, Black","NewItem","USD","23.01","23.01","1","0","1",,
"2026-05-03T06:54:03+00:00","21919954551",,"114-1766623-1225032","CustomerServiceIssue","VSF-AWE6W","X003RSOMXT","B0BZYSC7TB","VIVOSUN AeroWave E6 Grow Tent Fan 6”, EC Motor, Smart Wifi Control, US Patented Auto Oscillating Clip fan, Weatherproof IP-54, Strong Airflow but Quiet for Hydroponic Ventilation Circulation, 1-Pack","NewItem","USD","18.09","18.09","1","0","1",,
"2026-05-03T06:53:11+00:00","21920283331",,,"Reimbursement_Reversal","305130-PEN","X001CXZH71","B06XKMH86J","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics, Pool and Aquarium, Yellow Blue, UL Certified","NewItem","USD","-4.11","-4.11","-1",,"-1","21911740741","Lost_Warehouse"
"2026-05-03T06:43:42+00:00","21918877191",,"111-7708291-2516201","CustomerReturn","RGB-0005","X003FRYC4L","B0BJNS85PG","VIVOSUN Wooden Raised Garden Bed, 48 x 24 x 30 Inches, Outdoor Wood Planter Box with Gloves and a Liner, with Trellis for Vine Climbing for Garden, Patio, Balcony, Backyard and Outdoors","NewItem","USD","26.08","26.08","1","0","1",,
"2026-05-03T06:39:49+00:00","21918876191",,,"Damaged_Warehouse","311001-10x5NJ","X001F1COM1","B00VWU30PO","VIVOSUN 5-Pack 10 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","NewItem","USD","5.24","5.24","1","0","1",,
"2026-05-03T06:22:41+00:00","21918542681",,"111-4209015-7405839","CustomerReturn","VSGB-25","X003H2OW5D","B0BL9XDQZL","VIVOSUN 5-Pack 25 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","NewItem","USD","13.87","13.87","1","0","1",,
"2026-05-03T05:58:09+00:00","21919091431",,"114-9314158-8532259","CustomerReturn","311021-30x5J","X0015VGFFD","B01I1D9OT0","VIVOSUN 5-Pack 30 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","NewItem","USD","16.77","16.77","1","0","1",,
"2026-05-03T05:40:13+00:00","21918797641",,"113-6247100-3421868","CustomerReturn","VSN-BJ32","X004446A67","B0CT88ZPG4","VIVOSUN Bloom Juice (0-6-4), Flowering Supplement Liquid Fertilizer for Flowering Stage, Concentrated Plant Food for All Flowering Plants, 32 Ounces/1 Quart","NewItem","USD","19.06","19.06","1","0","1",,
"2026-05-03T05:38:26+00:00","21918477831",,,"Reimbursement_Reversal","VSEX-CGM-BL","X004PSEAO1","B0FCL6RQXS","VIVOSUN Gummy Maker Machine, Hands-Free Candy Maker, Oil Infused Edible Mixer with Dual Rotor, Food-Grade Stainless Steel Pot and Silicone Molds, for Gummies Bear, DIY Candies, Party Treats","NewItem","USD","-8.70","-8.70","-1",,"-1","21838167071","Lost_Warehouse"
"2026-05-03T05:30:25+00:00","21918775961",,"114-2136033-0557812","CustomerServiceIssue","311003-4X6NJ","X002IUOMA5","B088GMYWZH","VIVOSUN 6-Pack 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange","NewItem","USD","11.19","11.19","1","0","1",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:16:32+00:00","21864156721",,,"Lost_Warehouse","HR-0002-2","X0046G8MUP","B0CYZ7QXL8","VIVOSUN 2-Pack Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","NewItem","USD","28.77","57.54","2","0","2",,
"2026-05-03T05:01:34+00:00","21918428621",,"114-7555383-1138604","CustomerReturn","NB-001J","X003SMLWKP","B0BWDZR3DG","VIVOSUN Liquid Nutrients Base A & B Bundle, Grow Big Hydroponic Fertilizer, Supports Vegetative and Flowering Stages for Outdoor, Indoor Plants, Best Plant Food, Set of Quarts","NewItem","USD","22.63","22.63","1","0","1",,
"2026-05-03T04:59:23+00:00","21918415681",,,"Lost_Warehouse","LH-001-6","X003S9ER5Z","B0C23Z53BP","VIVOSUN 6-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","NewItem","USD","7.26","7.26","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T04:25:57+00:00","21901256211",,,"Lost_Warehouse","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","NewItem","CAD","70.20","70.20","1","0","1",,
"2026-05-03T03:52:44+00:00","21918342351",,"113-6485120-1340202","CustomerReturn","HM001J","X002EE85J9","B0823MGXXD","VIVOSUN Reptile Heating Pad 6x8 Inch with Thermostat Combo Under Tank Terrarium Heating Mat for Turtles, Lizards, Frogs, and Other Reptiles","NewItem","USD","17.42","17.42","1","0","1",,
"2026-05-03T03:34:27+00:00","21918081771",,"114-1564310-0832211","CustomerReturn","330101NJ","X001YUGJ3X","B00P7U259C","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","NewItem","USD","8.06","8.06","1","0","1",,
