日期,国家,Order ID,金额
,,113-4702686-8077862,47.07
,,702-2564492-8774643,39.99
,,112-0379291-8637811,26.45
2022-11-16,,113-9010435-5492216,5.0
,,702-6855970-0239458,124.99
,,113-1462917-8729812,40.0
,,113-6809200-1074662,21.26
,,111-7566645-6641015,33.21
,,111-5900275-2417861,26.06
,,111-6916837-1306601,127.16
2022-11-17,,111-0425659-3153838,15.0
,,111-0035175-8937874,69.99
,,702-5707212-6973808,30.0
,,114-6724393-5352213,108.24
,,114-6934423-9943458,10.0
,,113-5722117-0589859,40.09
,,112-8229426-2905022,35.0
,,111-7174287-8793816,24.72
,,114-8432460-8128202,311.26
2022-11-18,,111-5599004-0932221,46.0
,,112-5209213-0332234,11.7
,,111-0139389-8473011,36.03
,,113-8582129-8673002,251.84
,,113-0716518-9961861,14.86
,,114-2695036-4581800,125.55
,,111-7902429-4577069,91.15
2022-11-19,,112-8885747-3497800,19.59
,,114-9998877-9822641,50.0
,,112-8235733-0207408,430.99
,,113-8836135-5141053,26.74
,,112-4909156-0064263,100.0
,,701-4122249-2065031,126.49
,,113-4653767-3365013,13.99
2022-11-20,,111-4162317-4289057,402.79
,,113-2704110-0693812,110.97
,,114-2690268-5717020,86.46
,,111-0316834-5340268,30.0
,,701-7119408-0889859,10.0
,,111-9785533-0403413,42.99
,,701-8175099-9325818,21.46
,,111-6130198-494501,22.46
2022-11-21,,111-6635095-6512257,97.74
,,114-3210934-1753867,16.15
,,114-8842336-1373060,25.0
,,113-3236490-6624202,27.5
,,111-8720624-6779406,5.0
2022-11-22,,114-0356693-3516229,32.09
,,111-3404026-6518605,19.99
,,114-4432783-8784219,19.99
,,111-0190444-4856222,10.0
,,113-3686472-9241051,8.25
2022-11-23,,111-8723829-8009825,199.99
,,111-3914008-2676247,5.99
,,112-8642595-0999454,19.99
,,111-6206314-3238614,19.99
,,111-3864121-9750667,19.84
,,111-5564688-1439460,15.0
2022-11-24,,113-0377363-5901031,119.99
,,113-1891133-0793030,4.2
2022-11-25,,701-8029282-0669801,49.44
,,114-8709446-6392223,30.0
,,113-5962040-7662652,45.93
,,112-5254378-0231408,33.39
,,111-0811192-1764213,6.69
,,111-0863590-0865859,47.4
2022-11-26,,112-9092587-9660257,10.0
,,111-3706985-5985814,10.0
,,113-1766346-7806626,25.99
,,112-1567740-2017830,80.54
,,114-8648481-4309866,14.01
,,701-3938418-2289820,50.0
,,111-7626256-1824244,28.17
,,112-6354577-4354652,27.55
,,111-8076005-5765067,20.0
,,111-6257871-5462628,121.26
,,114-4525491-6222644,64.93
2022-11-27,,701-9797700-2395433,19.03
,,114-7343839-7474645,40.0
,,114-3116265-8420204,40.0
,,114-2324805-0873064,25.0
,,113-0764571-4488209,67.99
2022-11-28,,114-2851714-3232216,50.0
,,112-4514388-4907462,70.0
,,112-0999951-3428267,17.55
,,111-1687271-6212230,30.0
,,113-2700873-0333833,19.99
,,113-6661968-0305819,14.93
,,701-0709184-0039423,19.54
,,702-7951655-4041852,13.0
2022-11-29,,112-6901715-6148232,25.99
,,114-3308876-1236248,20.08
,,112-5348704-7897864,26.49
,,701-8985351-1760207,65.0
,,113-2819459-7885847,127.61
,,112-5887331-7863425,14.97
,,111-0658273-6043405,100.0
,,112-1797519-5251433,63.06
,,111-3620287-0714630,30.98
2022-11-30,,114-9185621-0674636,43.18
,,112-5419498-7922632,32.65
,,701-5299728-1552218,30.0
,,113-4594231-0825000,50.0
,,113-2612748-2125044,118.79
2022-12-01,,112-0627998-8600257,10.0
,,111-4865547-9582656,70.61
,,113-5504353-2951434,11.86
,,112-1185542-2772230,128.39
,,112-8409941-8111454,8.97
,,112-8574927-4900241,69.92
,,112-6644946-9744235,95.0
,,113-5283690-0886625,19.38
,,113-6809215-0177835,22.41
,,111-4799997-0729859,76.99
2022-12-02,,112-1674121-8151460,30.0
,,702-8548371-7017036,41.99
,,114-6928631-5653050,17.99
2022-12-03,,111-3350260-7971458,20.05
,,112-5890574-8263437,22.02
,,111-2904481-3468222,30.99
,,111-3596194-2685818,55.45
,,701-4796577-4835450,16.99
,,113-4930579-9965840,18.99
,,702-8556792-1921860,35.0
2022-12-04,,111-5412128-0595469,5.0
,,114-7127638-5554623,194.39
,,111-1431909-9964237,109.99
,,112-3714844-6388259,19.15
2022-12-05,,701-5029084-8280218,89.99
,,114-2792582-5402610,78.69
,,111-9866229-0708216,15.0
,,113-7286989-3196217,26.61
,,113-8788766-9017047,100.0
,,112-7123850-0537043,69.99
2022-12-06,,701-3825195-3400224,99.99
,,113-6060236-0914643,30.0
,,112-2029832-9456254,20.0
,,114-8666005-7014613,153.99
,,114-2716639-6144234,13.77
,,111-8676886-3677810,15.0
2022-12-07,,111-4669152-8313042,20.0
,,112-5529775-3018610,19.07
,,701-9863313-5998627,29.39
,,111-2370731-3565029,18.61
2022-12-08,,114-3303763-1745822,69.99
,,111-4617964-6098600,17.99
,,111-7396593-1229012,30.0
,,114-6412389-4393028,40.0
,,114-8450750-0934619,114.28
,,113-3170117-4776225,243.79
,,111-6570812-9093827,21.49
,,112-8587499-1884239,31.64
,,111-0493933-2469029,22.54
,,701-6568932-8969815,20.99
,,112-7521650-0896246,41.39
2022-12-09,,701-1217244-7718653,47.47
,,111-7536475-4733054,21.38
,,114-3349485-6369868,16.2
,,114-7579925-0341048,209.91
,,114-4508773-3067423,19.99
,,113-2052656-9125854,139.11
,,111-4112161-6996210,40.93
,,701-7885487-7105856,60.0
2022-12-10,,111-9857152-0961819,42.39
,,111-3908106-5221854,15.0
,,113-4016839-4220240,19.99
2022-12-11,,113-0688118-2111421,100.0
,,113-3250391 2023439,30.0
,,111-3782397-4386663,11.01
,,114-6405741-6088230,192.18
,,113-0549465-1572242,40.46
,,701-6596334-5603469,135.59
2022-12-12,,701-4848144-4581010,51.05
,,111-9015966-5462662,31.22
,,702-1455889-3715421,135.19
,,701-8654221-4377839,36.15
,,111-1746208-1216233,30.0
,,111-1867688-4047413,48.91
,,111-7658568-7762642,13.77
2022-12-13,,112-6690150-7241800,5.0
,,112-9304814-5996253,30.26
,,114-1734943-6751409,69.99
,,113-0344753-5299460,80.0
,,111-9450127-9037811,20.32
2022-12-14,,111-8694098-6818631,13.99
,,111-6653943-2657823,15.0
,,111-1424895-0847443,8.0
,,111-9932739-2922627,30.19
,,112-3864491-6109867,26.74
,,111-3209993-1205059,75.0
,,113-8001361-7496207,70.72
2022-12-15,,111-5964749-5006607,45.0
,,114-5507078-8173065,69.99
,,114-4977166-0008227,25.97
,,114-6688510-2269850,40.0
,,111-7496095-9659419,6.0
2022-12-16,,114-2477032-8859401,12.09
,,112-0885189-4935402,15.0
,,702-0662459-1102639,18.99
,,114-5671504-2332226,289.84
,,702-3385668-0386601,78.74
,,112-9025111-9669831,84.79
,,111-7382647-7760204,95.39
,,701-5780118-0820251,50.0
,,111-1955118-1699429,42.57
2022-12-17,,111-6951245-9268243,50.0
,,114-3724740-1528232,82.73
,,112-2992760-2887407,26.99
,,111-4042980-3025804,21.5
,,114-2407393-3685068,25.0
2022-12-18,,113-2948627-8699443,89.99
,,114-6792149-1757018,30.44
,,114-8769363-6655431,40.0
,,112-0709536-8669864,90.09
,,112-5480044-2895415,25.02
,,113-2608292-2463451,132.11
2022-12-19,,111-9325644-5823463,84.79
,,702-8311782-1355401,149.49
,,111-8930720-5749042,23.47
,,702-9044782-9547420,39.54
,,702-8024967-3387412,15.0
,,113-2903944-1597015,59.99
,,114-6525966-3739404,116.59
2022-12-20,,114-7358054-4868235,17.99
,,112-2740445-8813818,69.99
,,113-6983333-8933838,125.14
,,701-0273454-3396266,35.99
,,112-3136372-0616229,20.04
,,114-1735870-1187417,65.0
,,111-2040849-9119408,130.46
2022-12-21,,112-5017385-3105847,10.0
,,112-3023035-9989053,69.99
,,113-1722521-6521865,116.36
,,112-4838574-7586655,13.99
,,112-8986843-5382661,21.09
,,702-7190750-0090625,18.88
,,114-9844299-8463433,5.0
,,114-6342053-1149817,15.0
,,111-2150679-1597824,63.74
,,111-0631959-6883434,34.23
,,113-5962746-5680220,41.03
,,111-2657931-3802605,36.88
2022-12-22,,112-4846258-4019428,69.99
,,112-1524258-5810607,5.0
,,112-0948014-8458635,118.34
,,114-0058661-8866661,28.2
2022-12-24,,111-9511489-9827462,98.04
,,112-7991290-9289061,19.99
,,112-1529147-8573020,46.0
2022-12-25,,701-0853632-7096233,5.0
,,114-8011785-1563455,35.0
,,111-6241478-4293037,17.67
,,113-2250975-9600237,19.99
,,112-7855008-9209855,43.95
2022-12-26,,112-0636068-2843406,34.8
,,113-3142947-5853819,85.0
2022-12-27,,112-4890903-9136229,45.0
2022-12-28,,113-3176863-3360252,25.0
,,112-8595176-7821866,66.22
,,114-6532873-8337038,25.0
,,111-3645642-1699418,15.0
2022-12-29,,111-7888190-7941856,5.59
,,113-1204445-2217065,91.87
,,112-5906146-5797861,12.99
,,114-1939436-7386642,374.0
,,114-1073964-1961017,500.0
,,111-0428958-4632233,99.99
2022-12-30,,702-8170093-1373844,10.0
,,113-1002568-2243451,69.99
,,114-0134672-3925846,30.86
,,113-4289982-2169816,86.8
2022-12-31,,112-4429630-9949002,10.0
,,114-0403933-2504230,60.0
,,112-0203623-3758615,15.14
,,114-0307726-3796262,15.14
,,111-2705215-8590639,200.0
,,112-0076674-3212261,630.39
,,114-4530855-4215415,29.22
2023-01-01,,114-8846692-3017857,25.0
,,111-0496073-5066621,5.0
,,113-7184083-1841054,50.0
2023-01-02,,111-8644842-9047456,39.39
,,111-3945532-7966600,17.4
,,113-6778151-1084231,30.0
,,112-8589508-2528213,5.0
,,112-5560595-1126629,42.99
,,112-2445473-6632222,25.42
2023-01-03,,114-2306985-8102609,75.0
,,111-4457345-0553851,25.0
,,112-7960107-6841840,5.0
2023-01-04,,114-4354911-2925811,102.83
,,113-6441703-8541058,130.0
,,112-2732289-4941838,50.0
,,113-2579321-7693007,15.0
,,114-5839582-9889020,15.0
,,111-7356060-8107404,26.7
2023-01-05,,113-4692136-6814641,18.32
,,114-7558351-3797868,60.0
,,112-1323442-3320255,52.99
,,114-3190971-4570640,128.69
,,112-3997791-0637042,179.99
2023-01-06,,113-1563757-8630641,60.61
,,112-6705883-5145866,5.0
,,114-4147860-9448207,10.0
,,701-7354363-6227468,148.31
,,702-1324326-8121820,305.09
,,113-9292397-7562622,22.07
,,114-4422287-5301031,131.69
,,112-7345100-1189853,13.88
2023-01-07,,113-7722554-5225064,12.99
,,112-3863781-2135436,15.0
,,112-0080005-5484247,92.19
,,112-1220493-3186636,16.04
,,113-8670908-1104256,30.0
,,701-0337399-7595443,141.24
2023-01-08,,114-7909581-0096264,108.24
,,112-4491473-8910660,55.1
,,111-6335465-1542636,10.0
2023-01-09,,112-5493353-5850623,22.03
,,114-7538515-5318627,27.55
2023-01-10,,114-4295772-5480257,19.99
,,114-2822109-1761805,19.99
,,111-7039769-5850660,35.0
,,114-6175623-8924269,17.99
,,112-8910474-9536205,54.55
,,111-2818774-8009059,10.0
2023-01-11,,112-9219497-1871453,43.29
,,702-9839573-6129831,101.69
,,113-9809481-3501063,25.0
,,701-5313287-1977053,33.89
,,111-7762738-9262628,15.0
,,112-0280260-9880218,22.99
,,114-9207594-9413811,20.0
,,702-8371006-5560207,44.79
2023-01-12,,702-7595142-5715463,48.28
,,111-1514193-4069850,25.0
,,114-0238170-3551462,45.0
,,111-3522285-6525043,10.0
,,111-0175523-1266617,19.99
,,701-4630942-8772226,35.0
,,113-9421261-5941824,326.17
,,702-7624123-3686657,16.99
2023-01-13,,111-1438987-5027412,15.99
,,111-3302717-6118635,29.29
,,111-5898839-0016204,109.99
,,113-5747822-2482664,21.71
,,111-9876810-6238663,8.0
,,113-6812939-5117815,70.25
,,702-6916343-2631406,35.86
,,701-0020591-8059428,50.0
,,111-8502027-4444233,25.61
2023-01-14,,112-9143772-8813030,50.0
,,111-5539115-6963403,18.26
,,111-9770168-6152263,89.99
,,114-5547557-8938624,60.0
,,112-8401587-3394632,191.91
,,113-8214181-8609857,30.0
,,702-8338818-7889038,45.0
2023-01-15,,111-6119088-4850643,50.0
,,114-9738384-2067464,94.16
,,114-4801211-1370665,35.0
,,112-5635680-6043426,145.42
,,114-6644564-5133022,75.0
,,111-3513399-0199452,70.0
,,114-7517520-9348212,14.7
2023-01-16,,114-4114201-4352208,98.99
,,112-8270141-7216235,69.99
,,112-9811174-0438633,59.07
,,112-0722977-4318650,73.17
,,111-4134371-7706607,60.0
,,113-7716926-5023458,29.94
,,112-3500370-0569808,75.0
,,111-4352787-6892244,32.39
,,114-8943822-7308217,16.4
,,114-4081193-7132247,8.0
2023-01-17,,114-7624668-3949860,14.22
,,112-3348176-6195432,13.99
,,114-7062465-5417835,133.55
,,113-2959205-2835404,15.0
,,113-8144806-6390666,20.0
,,111-8834210-8988226,53.98
2023-01-18,,111-0669234-4491437,5.0
,,702-4129562-5646629,124.29
,,111-4493656-9029802,75.0
,,111-5116859-1072240,19.83
,,702-0278499-3882607,12.99
,,113-6146221-8025057,5.0
2023-01-19,,701-8000754-0967430,173.0
,,111-5664131-8998608,24.37
,,112-1083541-0053036,159.74
,,114-4095309-6873021,35.18
,,114-0166295-9091454,100.0
,,114-7436894-4737824,10.11
2023-01-20,,112-6516131-5703455,40.0
,,113-6994172-6009016,23.53
,,113-8508159-6375430,25.0
,,111-3713654-9990650,50.0
,,113-2499183-6166633,160.49
,,111-2716519-6960267,10.0
,,113-9821607-9827458,25.0
,,114-6821797-1921803,24.6
,,111-0170955-0332248,8.0
,,114-3616376-1588236,91.58
,,114-5478101-5720221,15.0
2023-01-21,,113-4421062-0216203,5.0
,,702-4982245-1863456,75.87
,,701-8504442-0494633,194.3
,,112-4793571-9265801,13.99
,,111-2704060-1177858,135.99
,,113-7227630-8627457,7.67
,,702-0140039-7445000,20.0
,,111-0866723-4545816,284.3
,,112-4123642-4724247,28.05
,,702-4601819-6481840,60.0
2023-01-22,,114-8970703-7345862,72.74
,,114-0794854-9859439,109.99
,,113-2886568-3377847,25.05
,,111-7288543-2781857,50.0
,,113-0533645-9125832,40.0
,,112-6009139-5637804,49.43
,,114-2580036-8285040,85.99
,,113-6845881-0628228,25.35
2023-01-23,,111-5306640-1012260,23.73
,,112-8468006-6377817,109.99
,,112-9695360-2472250,90.0
,,702-5842988-5357812,135.99
,,111-9382606-3677805,25.0
,,113-8572486-9357001,49.78
,,111-3566042-9101802,19.52
,,114-6671681-4327403,50.0
2023-01-24,,114-6690241-8205827,159.93
,,112-3326381-8597868,25.0
,,114-9525164-8533024,11.99
,,114-8450497-6746639,10.0
,,113-3501855-0569825,20.88
2023-01-25,,112-8793983-2577832,15.0
,,112-5942560-3981050,85.99
,,113-2678501-8153853,225.12
,,114-8923373-1914600,90.93
,,111-6062451-7189059,31.89
,,113-4868363-3348245,5.0
,,111-1131044-7669052,6.08
,,701-0733381-0149836,24.41
,,114-2955217-7242616,329.24
2023-01-26,,701-7360504-1913046,8.0
,,114-1293988-6032237,50.0
,,112-8567067-7545821,28.07
,,114-0627240-0814617,67.99
,,114-8228217-0069027,29.45
,,114-9527839-0753047,18.91
,,114-9503191-5515462,110.08
,,111-4715453-3348251,10.0
,,111-7345163-5623409,32.31
,,114-6791121-0395448,20.0
,,701-6998071-3464208,37.28
,,111-7150043-5255466,32.82
2023-01-27,,113-1003393-9269063,50.0
,,114-7043199-1321808,11.19
,,114-0550815-3085025,45.0
,,113-0701989-4857854,11.19
2023-01-28,,111-2826165-9492232,28.88
,,114-7284489-6074651,30.52
,,111-5760150-7444205,69.99
,,111-9353505-3669833,25.0
,,112-2134331-0252265,40.0
2023-01-29,,112-9040187-0273022,30.0
,,113-1169594-3112269,24.6
,,111-4700753-0355424,65.0
,,114-3461598-5444224,20.0
,,112-3928850-4087427,27.11
,,112-2763494-7732228,35.0
,,112-6977816-6839410,40.0
,,114-1588143-8865047,50.0
,,111-3023830-2626601,87.73
,,111-8146570-9240203,70.0
,,111-4245833-4491450,11.78
2023-01-30,,112-1732877-9008210,26.17
,,112-1931480-9144204,15.0
,,114-9749566-6526649,20.85
,,702-6301352-6229019,74.57
,,111-5939187-6955462,146.9
,,114-4738421-6491461,10.0
,,113-0633764-2313009,26.57
,,111-8118897-1823407,20.0
2023-01-31,,113-8453969-0085025,38.51
,,113-4106487-8369049,32.39
,,112-7641171-6848256,15.0
,,112-9406673-4962661,151.54
,,113-1980892-0857035,35.0
,,114-4734824-4597805,49.26
,,113-0507661-1497848,50.0
,,111-6866535-3477863,130.64
,,113-4017488-2079414,39.85
2023-02-01,,111-7582798-7462666,15.4
,,112-3348278-6745067,20.99
,,702-6138477-3369801,12.99
,,113-4527468-2199440,28.96
,,112-8367102-7970642,13.0
,,112-7323464-0297040,34.79
2023-02-02,,114-2842216-9613818,101.28
,,113-1426392-7980233,15.0
,,114-1290838-2293861,15.0
,,113-6361875-4404208,60.0
,,113-2216924-3973863,60.0
,,111-0943363-2011412,105.82
,,112-8476815-7241055,70.0
2023-02-03,,114-7441251-5728214,26.49
,,111-1716772-6257854,212.95
,,702-4388329-8496217,45.0
,,114-6152644-2859407,26.0
,,702-4701932-4875443,52.88
,,112-3302151-9488241,35.0
,,111-8113139-7732214,27.43
2023-02-04,,114-4675620-1912244,35.0
,,113-8117125-8575409,39.72
,,112-4967433-7972237,59.35
,,111-5673318-4241844,19.07
,,702-2275211-2950606,22.59
,,112-2789677-3641863,33.04
,,113-9763836-1510653,15.19
2023-02-05,,113-9011468-2796213,24.99
,,112-3409621-6245864,68.19
,,114-2887567-9508231,13.99
,,112-0573445-7564243,95.7
,,112-8756519-3461055,67.46
,,114-1816951-5887455,75.0
2023-02-06,,111-0954745-6954629,5.0
,,111-9722158-1862603,69.99
,,114-5855506-6672211,123.72
,,111-1032914-7109023,17.99
,,111-0350972-0116222,17.99
,,114-5296442-7277048,14.97
,,111-0980412-9874603,44.93
,,111-0778143-0322602,5.0
2023-02-07,,111-6601480-2913841,50.0
,,114-6157549-1940263,23.76
,,114-0101125-2644264,107.03
,,111-8206370-9697833,29.52
,,113-9732992-6190655,219.98
,,111-5723099-4617054,130.46
,,111-9108103-7311459,120.87
,,112-5218299-3582621,32.31
2023-02-08,,112-6158283-8005023,90.09
,,112-9811850-7863434,89.99
,,114-9720831-0420242,90.0
,,701-5526843-8405037,50.0
,,113-8626171-9356214,22.04
,,114-8859508-9633015,60.0
,,113-5290573-0568260,40.0
,,114-5993785-9217055,83.76
,,112-2767250-2087469,26.78
,,112-2613850-2011463,27.1
2023-02-09,,114-9720831-0420242,84.79
,,113-8266932-2797016,10.0
,,112-6192364-2244223,27.86
,,112-9147235-0765854,31.79
,,112-9991313-4765862,50.0
,,114-9329693-2157805,31.86
2023-02-10,,702-6138477-3369801,120.91
,,112-8008326-3439415,32.85
,,114-2991481-1548231,66.14
,,114-0595875-4765040,40.0
,,701-8590870-9827406,64.39
,,112-4558148-8437021,20.0
,,112-0031852-6888224,100.0
,,111-9386637-1129866,42.49
2023-02-11,,113-1600630-6281027,40.0
,,111-8714565-9019467,10.0
,,113-8828918-3715450,50.0
,,113-4756498-6092223,34.52
,,114-5160300-5826641,18.73
2023-02-12,,112-7863590-0057826,50.0
,,111-1830733-6776204,218.55
,,114-8163748-8762601,30.0
,,112-9861201-4552232,148.39
,,114-7340914-1165829,12.23
2023-02-13,,111-6070084-0089020,84.79
,,114-6564024-4981807,77.89
,,113-4117375-2108261,40.0
,,114-7957025-2637818,104.49
,,701-3865508-1233836,33.89
2023-02-14,,701-8475630-9229845,30.0
,,113-6973193-7230639,30.0
,,701-7046998-3809804,141.11
,,113-1615122-2792239,12.0
,,114-3971913-4125854,40.0
,,113-6126591-1961035,37.23
,,112-0754812-3516213,50.0
2023-02-15,,111-5460070-7960268,140.05
,,113-0113402-0583464,21.99
,,111-0478100-2915444,59.99
,,111-3117987-3940259,35.99
,,112-3630926-6954664,622.47
,,112-4651907-3448254,20.99
,,114-8606209-3108231,55.97
,,114-3630743-6608223,35.0
,,112-5338029-4479457,50.0
,,113-7520677-2421054,15.0
,,114-7786897-0127426,119.06
,,114-1059329-7745065,76.11
,,114-9920333-3217848,20.55
2023-02-16,,112-1619061-6401849,25.19
,,111-5964316-4685035,39.67
,,112-3666304-8882604,17.01
,,112-7802008-4311435,25.0
,,111-7740854-2303441,11.97
,,112-3866099-0009001,20.0
,,113-9696893-8434614,27.87
,,114-0081591-8020212,20.99
,,113-3662627-9973048,24.23
,,114-9245065-0606637,26.95
2023-02-17,,113-4421062-0216203,9.62
,,113-2335651-5842617,35.18
,,114-7782224-9376212,20.99
,,112-0354448-5883416,91.15
,,702-2260351-7500265,27.74
,,114-5536866-2413817,23.81
,,113-3383841-2627460,42.49
,,113-9898953-8271466,195.49
,,114-3049165-4292267,15.0
,,114-5662717-6003407,80.0
,,701-8593869-1546649,50.0
2023-02-18,,111-6653350-9380234,14.09
,,114-9422730-4265853,27.11
,,113-0016597-9034620,5.0
,,701-9869769-0383408,44.79
,,111-6929822-0568218,49.76
,,113-3756709-7366626,17.43
2023-02-19,,114-1581817-1656259,22.46
,,114-6199423-0680229,33.38
,,114-5339936-8710655,40.0
,,112-8058721-8240235,8.0
,,114-8153581-4384230,26.23
2023-02-20,,113-3230652-5121867,30.0
,,701-7225528-6005829,27.58
,,111-5624459-9413851,48.28
,,114-7771030-4520218,25.0
,,111-9734929-2626609,19.29
,,113-9209049-8353806,91.36
,,701-2300644-1479448,51.97
,,702-9486541-1157061,5.0
2023-02-21,,113-0728739-4512255,18.39
,,114-7602908-2773842,25.0
,,112-4426636-2589027,38.15
,,114-4386570-0837064,31.31
,,114-7377232-7135459,33.59
,,111-7797133-2604226,25.0
2023-02-22,,112-7988426-9758666,44.99
,,701-0899426-9313067,21.08
,,112-0648271-6617020,15.0
,,113-0866728-0755403,13.99
,,113-8379822-5138642,10.0
,,701-3831118-0918646,305.09
,,112-9191069-1692235,170.12
,,113-1700742-7756234,15.0
,,111-3527505-9922629,12.0
2023-02-23,,112-0350540-3826606,59.34
,,113-4255689-9549065,27.68
,,113-1841841-2364250,17.92
,,114-4347129-1300247,11.78
,,701-6110435-8913042,100.0
,,114-8256326-2239440,50.0
,,111-1077279-2849859,10.0
2023-02-24,,114-8969634-6317818,151.19
,,112-4439588-9197853,7.71
,,701-2938545-7118652,34.93
,,111-7856558-9185056,20.0
,,114-4840114-7382648,17.04
,,111-8371400-4319417,40.0
,,112-2976991-6196210,11.19
,,114-7718542-4706614,19.29
,,111-9990723-3662659,90.79
,,111-6961250-2252212,56.14
,,111-8912256-6735402,28.72
,,111-6592503-9396266,60.46
,,702-6473357-2831418,27.29
,,114-0132152-4943416,15.0
,,113-4621024-7044216,60.0
,,701-2234410-0524259,59.99
2023-02-25,,112-5430362-7688208,11.19
,,701-1019546-6928208,5.0
,,111-3735496-6331408,164.68
,,111-8453172-8120261,40.0
,,111-5651945-8659429,8.0
,,113-6711590-8677038,10.0
,,112-9955686-7733856,17.99
,,702-2016187-6060239,18.88
2023-02-26,,111-4126304-0229851,5.0
,,114-9170509-0733852,74.19
,,114-7001253-7387419,60.0
,,112-0626244-1561021,8.0
,,114-8565886-8666614,88.68
2023-02-27,,114-7838500-9705823,138.76
,,112-6238665-7127431,29.15
,,702-1556565-6785815,16.99
,,114-9211008-6457048,35.99
,,114-9337821-8021061,16.0
,,111-6667367-7920227,20.05
,,112-9684726-4186639,34.02
,,113-2855678-2197830,69.99
,,702-4156033-1657802,195.55
,,113-3980542-5049039,29.66
,,114-7138482-7929858,35.0
,,113-9290426-0949053,50.0
,,701-5162024-2833868,24.99
,,113-6587906-9316260,70.19
,,111-0682457-2304201,120.0
2023-02-28,,114-2793783-7809062,24.66
,,111-5789331-6343465,32.39
,,114-1617490-0985808,32.35
,,111-3164280-2014619,259.69
,,112-3122160-0693022,74.19
,,113-8913112-1314629,13.77
2023-03-01,,702-6491323-6229060,18.85
,,112-1076231-9156265,116.85
,,702-2587859-8025821,192.09
,,112-6501864-5922665,322.55
,,112-6954804-0944220,27.55
,,114-1344537-4933007,54.71
,,112-0631033-2157011,10.0
,,112-4223054-8749814,25.0
,,113-1070388-9823437,25.0
,,111-7184826-8554655,15.0
,,112-7870219-2569843,84.42
2023-03-02,,113-5767666-4704207,15.0
,,111-7070454-1665048,20.0
,,114-1542823-3977814,31.79
,,113-8168425-4732218,5.0
2023-03-03,,114-5424722-6659406,27.05
,,112-5840431-8549039,7.55
,,114-9982712-8408232,53.36
,,111-7820615-6142627,40.0
,,111-9710628-0486627,32.93
,,114-7434105-2000269,131.03
,,112-9548622-5133037,126.31
,,111-3859105-3233800,35.0
,,112-0633984-6624207,104.49
,,702-2049030-0009807,14.94
2023-03-04,,701-4945583-1425013,109.99
,,114-2687661-0005069,3.0
,,111-4936142-9021859,20.0
,,114-2416363-4357844,23.51
2023-03-05,,111-9639894-3057866,89.99
,,701-0260622-5577023,52.49
,,114-1251981-5961842,75.0
,,114-8419998-1095459,5.0
,,111-8380779-8297060,7.55
,,111-3634101-6641026,32.39
,,112-9919502-1703453,25.24
,,113-7649276-2921004,29.57
,,113-5289667-4473050,20.0
2023-03-06,,702-9815393-2967408,33.2
,,114-2146395-0530613,26.09
,,701-0206864-4107444,139.22
,,112-2147601-8077023,25.0
2023-03-07,,112-6780111-4837835,20.99
,,702-2118173-4723415,22.39
,,111-9359957-4525014,137.33
,,114-5877210-5377854,10.0
,,111-3672476-1997864,19.18
,,701-3615543-5347427,15.0
,,111-5671417-5041063,3.0
,,113-9750561-7538667,12.99
,,113-4720477-8797836,7.49
,,114-6628643-7637000,17.84
,,111-9100842-9869059,11.68
,,113-1339874-7425052,20.99
,,114-5208648-6361839,20.51
,,113-9733486-8256226,5.0
,,111-0837366-6511401,30.0
,,111-0580299-4109858,15.0
2023-03-08,,111-4759689-7121067,28.49
,,111-7734331-0517865,49.99
,,701-2963837-6261847,149.99
2023-03-09,,111-5946682-0005056,45.09
,,111-1424133-2641002,35.0
,,114-7910740-8669835,40.0
,,113-4161235-7477821,17.84
,,113-0663972-7680204,90.0
,,113-0316417-9173006,69.99
,,111-4838767-9669829,105.99
,,701-6726110-1146636,49.44
,,111-2551327-4771411,20.52
2023-03-10,,111-6867560-4631401,5.0
,,113-2811807-2493860,79.99
,,702-5373034-0383410,19.03
,,111-5492171-6653031,60.0
,,112-3785427-4977844,17.99
,,113-0180769-0445830,128.36
,,113-4238482-4801849,40.0
,,113-3851142-3844221,116.59
2023-03-11,,111-8366949-1123455,40.0
,,111-8262969-5053815,35.99
,,702-2906956-4801015,287.43
,,114-0126789-8553029,15.0
,,111-4184177-2639441,127.92
,,114-1832530-9421839,118.46
,,112-7480599-3922628,81.56
,,111-9975471-3155451,100.0
2023-03-12,,114-0430068-6391452,23.53
,,112-4047931-6671453,17.99
,,113-2207469-6142630,22.38
,,111-5308718-6835465,40.0
,,112-9576000-9316202,15.99
,,112-8596565-2804229,23.99
,,112-6556067-1626644,67.99
2023-03-13,,702-0947852-2088266,160.99
,,111-1854384-9236245,126.35
,,702-1397557-1157847,30.0
,,112-9320619-5623423,34.74
,,114-9429955-4496262,15.99
2023-03-14,,114-5895202-7723404,10.7
,,114-4102091-7933016,37.32
,,113-1348418-8260249,8.99
,,112-2635461-4366605,65.0
,,112-5448092-2358630,81.65
,,111-2961166-5321021,14.58
,,114-7852822-6705038,214.44
,,111-4193824-8820254,35.0
,,701-0064119-7133813,131.24
,,112-2984938-9448203,119.49
,,112-0972647-1649060,80.74
,,114-0694173-6758628,19.72
,,702-6785814-9492211,56.49
,,114-7476529-3964255,64.55
,,111-7210788-2919465,194.96
,,112-7613611-9899463,17.99
,,112-6594712-2010631,8.69
2023-03-15,,702-0076655-7505871,172.49
,,112-4738954-0597848,15.0
